,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,extended_entities,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,card,conversation_control,limited_actions,label
0,1.37526762591217E+018,Fri Mar 26 02:05:27 +0000 2021,1.37526762591217E+018,1.37526762591217E+018,@WaruAnu නියමයි..,False,"[9, 17]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'WaruAnu', 'name': '𝕎𝕒𝕣𝕦🦁𝔸𝕟❤️', 'id': 1269164273013608450, 'id_str': '1269164273013608450', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.37506257489563E+018,1.37506257489563E+018,1.26916427301361E+018,1.26916427301361E+018,WaruAnu,1.26338846978889E+018,1.26338846978889E+018,,,,,False,0,1,0,0,1.37506257489563E+018,1.37506257489563E+018,False,False,si,,,,,,,,,,,,0
1,1.37892319561753E+018,Mon Apr 05 04:11:23 +0000 2021,1.37892319561753E+018,1.37892319561753E+018,@RajithaSL ඔව්! ශ්‍රීලංකාව පූර්ණ ලෙස බ්‍රිතාන්‍ය කිරීටයෙන් ගිලිහී ස්වෛරී ස්වාධීන රාජ්‍යයක් බවට පත්වූ ඓතිහාසික දිනය,False,"[11, 114]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RajithaSL', 'name': 'Rajitha Abeysinghe 🇱🇰', 'id': 224617216, 'id_str': '224617216', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.37892208156429E+018,1.37892208156429E+018,224617216,224617216,RajithaSL,55178704,55178704,,,,,False,0,1,1,0,1.37875766329561E+018,1.37875766329561E+018,False,False,si,,,,,,,,,,,,0
2,1.38988998651056E+018,Wed May 05 10:29:30 +0000 2021,1.38988998651056E+018,1.38988998651056E+018,@optimuspnj අඩේ නියමයි ආ,False,"[12, 24]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'optimuspnj', 'name': 'Prabhash Jayaweera', 'id': 178606641, 'id_str': '178606641', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.38981880812721E+018,1.38981880812721E+018,178606641,178606641,optimuspnj,1.34399098600373E+018,1.34399098600373E+018,,,,,False,0,2,1,0,1.38981880812721E+018,1.38981880812721E+018,False,False,si,,,,,,,,,,,,0
3,1.29964191639751E+018,Sat Aug 29 09:35:53 +0000 2020,1.29964191639751E+018,1.29964191639751E+018,හැමොටම ලස්සන සතිඅන්තයක් 🧜‍♀️ https://t.co/3MSZzq4Bhg,False,"[0, 28]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1299641899746115585, 'id_str': '1299641899746115585', 'indices': [29, 52], 'media_url': 'http://pbs.twimg.com/media/EglBbAmUwAEezye.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EglBbAmUwAEezye.jpg', 'url': 'https://t.co/3MSZzq4Bhg', 'display_url': 'pic.twitter.com/3MSZzq4Bhg', 'expanded_url': 'https://twitter.com/iAnuradhaS/status/1299641916397506560/photo/1', 'type': 'photo', 'original_info': {'width': 818, 'height': 1024, 'focus_rects': [{'x': 0, 'y': 52, 'h': 458, 'w': 818}, {'x': 0, 'y': 0, 'h': 818, 'w': 818}, {'x': 0, 'y': 0, 'h': 933, 'w': 818}, {'x': 178, 'y': 0, 'h': 1024, 'w': 512}, {'x': 0, 'y': 0, 'h': 1024, 'w': 818}]}, 'sizes': {'medium': {'w': 818, 'h': 1024, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 543, 'h': 680, 'resize': 'fit'}, 'large': {'w': 818, 'h': 1024, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 352, 'y': 168, 'h': 187, 'w': 187}]}, 'orig': {'faces': [{'x': 352, 'y': 168, 'h': 187, 'w': 187}]}, 'small': {'faces': [{'x': 233, 'y': 111, 'h': 124, 'w': 124}]}, 'large': {'faces': [{'x': 352, 'y': 168, 'h': 187, 'w': 187}]}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.11013123983752E+018,1.11013123983752E+018,,,,,False,7,792,108,10,1.29964191639751E+018,1.29964191639751E+018,False,False,si,,"{'media': [{'id': 1299641899746115585, 'id_str': '1299641899746115585', 'indices': [29, 52], 'media_url': 'http://pbs.twimg.com/media/EglBbAmUwAEezye.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EglBbAmUwAEezye.jpg', 'url': 'https://t.co/3MSZzq4Bhg', 'display_url': 'pic.twitter.com/3MSZzq4Bhg', 'expanded_url': 'https://twitter.com/iAnuradhaS/status/1299641916397506560/photo/1', 'type': 'photo', 'original_info': {'width': 818, 'height': 1024, 'focus_rects': [{'x': 0, 'y': 52, 'h': 458, 'w': 818}, {'x': 0, 'y': 0, 'h': 818, 'w': 818}, {'x': 0, 'y': 0, 'h': 933, 'w': 818}, {'x': 178, 'y': 0, 'h': 1024, 'w': 512}, {'x': 0, 'y': 0, 'h': 1024, 'w': 818}]}, 'sizes': {'medium': {'w': 818, 'h': 1024, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 543, 'h': 680, 'resize': 'fit'}, 'large': {'w': 818, 'h': 1024, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 352, 'y': 168, 'h': 187, 'w': 187}]}, 'orig': {'faces': [{'x': 352, 'y': 168, 'h': 187, 'w': 187}]}, 'small': {'faces': [{'x': 233, 'y': 111, 'h': 124, 'w': 124}]}, 'large': {'faces': [{'x': 352, 'y': 168, 'h': 187, 'w': 187}]}}, 'media_key': '3_1299641899746115585', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 190, 'green': 148, 'blue': 126}, 'percentage': 30.33}, {'rgb': {'red': 185, 'green': 190, 'blue': 204}, 'percentage': 30.03}, {'rgb': {'red': 68, 'green': 59, 'blue': 53}, 'percentage': 10.6}, {'rgb': {'red': 75, 'green': 93, 'blue': 56}, 'percentage': 7.51}, {'rgb': {'red': 180, 'green': 124, 'blue': 148}, 'percentage': 2.97}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,,,0
4,1.38836308097588E+018,Sat May 01 05:22:07 +0000 2021,1.38836308097588E+018,1.38836308097588E+018,@djharristhecook 😂😂😂 මරුවට ඇති,False,"[17, 30]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'djharristhecook', 'name': 'Djharris', 'id': 396507162, 'id_str': '396507162', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.38836100234592E+018,1.38836100234592E+018,396507162,396507162,djharristhecook,1.05146929327832E+018,1.05146929327832E+018,,,,,False,0,1,1,0,1.38835229794451E+018,1.38835229794451E+018,False,False,si,,,,,,,,,,,,0
5,1.39116061609898E+018,Sat May 08 22:38:32 +0000 2021,1.39116061609898E+018,1.39116061609898E+018,කාලෙකින් හම්බුනේ... බොන්න උනේ නම් නෑ.. හැබැයි කෑවා හොඳට.. @KasunKoswattha https://t.co/N5obdB1c9b,False,"[0, 73]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'KasunKoswattha', 'name': 'Kasun K', 'id': 327293824, 'id_str': '327293824', 'indices': [58, 73]}], 'urls': [], 'media': [{'id': 1391160612487639040, 'id_str': '1391160612487639040', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/E05lNNTXMAAQe6q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E05lNNTXMAAQe6q.jpg', 'url': 'https://t.co/N5obdB1c9b', 'display_url': 'pic.twitter.com/N5obdB1c9b', 'expanded_url': 'https://twitter.com/esajenithonline/status/1391160616098975745/photo/1', 'type': 'photo', 'original_info': {'width': 2048, 'height': 1536, 'focus_rects': [{'x': 0, 'y': 0, 'h': 1147, 'w': 2048}, {'x': 512, 'y': 0, 'h': 1536, 'w': 1536}, {'x': 607, 'y': 0, 'h': 1536, 'w': 1347}, {'x': 896, 'y': 0, 'h': 1536, 'w': 768}, {'x': 0, 'y': 0, 'h': 1536, 'w': 2048}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 598, 'y': 130, 'h': 276, 'w': 276}, {'x': 248, 'y': 223, 'h': 321, 'w': 321}]}, 'small': {'faces': [{'x': 339, 'y': 73, 'h': 156, 'w': 156}, {'x': 140, 'y': 126, 'h': 181, 'w': 181}]}, 'orig': {'faces': [{'x': 1022, 'y': 222, 'h': 472, 'w': 472}, {'x': 424, 'y': 382, 'h': 548, 'w': 548}]}, 'large': {'faces': [{'x': 1022, 'y': 222, 'h': 472, 'w': 472}, {'x': 424, 'y': 382, 'h': 548, 'w': 548}]}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,7.1969011401268E+017,7.1969011401268E+017,,,"{'id': '3f5897b87d2bf56c', 'url': 'https://api.twitter.com/1.1/geo/id/3f5897b87d2bf56c.json', 'place_type': 'admin', 'name': 'Delaware', 'full_name': 'Delaware, USA', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-75.7887564, 38.4510398], [-74.984165, 38.4510398], [-74.984165, 39.839007], [-75.7887564, 39.839007]]]}, 'attributes': {}}",,False,0,103,5,3,1.39116061609898E+018,1.39116061609898E+018,False,False,si,,"{'media': [{'id': 1391160612487639040, 'id_str': '1391160612487639040', 'indices': [74, 97], 'media_url': 'http://pbs.twimg.com/media/E05lNNTXMAAQe6q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E05lNNTXMAAQe6q.jpg', 'url': 'https://t.co/N5obdB1c9b', 'display_url': 'pic.twitter.com/N5obdB1c9b', 'expanded_url': 'https://twitter.com/esajenithonline/status/1391160616098975745/photo/1', 'type': 'photo', 'original_info': {'width': 2048, 'height': 1536, 'focus_rects': [{'x': 0, 'y': 0, 'h': 1147, 'w': 2048}, {'x': 512, 'y': 0, 'h': 1536, 'w': 1536}, {'x': 607, 'y': 0, 'h': 1536, 'w': 1347}, {'x': 896, 'y': 0, 'h': 1536, 'w': 768}, {'x': 0, 'y': 0, 'h': 1536, 'w': 2048}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 598, 'y': 130, 'h': 276, 'w': 276}, {'x': 248, 'y': 223, 'h': 321, 'w': 321}]}, 'small': {'faces': [{'x': 339, 'y': 73, 'h': 156, 'w': 156}, {'x': 140, 'y': 126, 'h': 181, 'w': 181}]}, 'orig': {'faces': [{'x': 1022, 'y': 222, 'h': 472, 'w': 472}, {'x': 424, 'y': 382, 'h': 548, 'w': 548}]}, 'large': {'faces': [{'x': 1022, 'y': 222, 'h': 472, 'w': 472}, {'x': 424, 'y': 382, 'h': 548, 'w': 548}]}}, 'media_key': '3_1391160612487639040', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 203, 'green': 200, 'blue': 183}, 'percentage': 37.47}, {'rgb': {'red': 41, 'green': 39, 'blue': 41}, 'percentage': 36.95}, {'rgb': {'red': 203, 'green': 157, 'blue': 127}, 'percentage': 8.33}, {'rgb': {'red': 99, 'green': 72, 'blue': 52}, 'percentage': 5.46}, {'rgb': {'red': 217, 'green': 225, 'blue': 239}, 'percentage': 0.74}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,,,0
6,1.35943423420147E+018,Wed Feb 10 09:29:13 +0000 2021,1.35943423420147E+018,1.35943423420147E+018,@rathgamaya @Geeth__R නියමයි. අනිත් අයට බෝ වෙනවද ඒ කෙනාගෙන් එතකොට?,False,"[22, 66]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rathgamaya', 'name': 'Raththa 🌸', 'id': 246224922, 'id_str': '246224922', 'indices': [0, 11]}, {'screen_name': 'Geeth__R', 'name': 'මල් දන්සල 🌼', 'id': 949549091905826816, 'id_str': '949549091905826816', 'indices': [12, 21]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.35943404061329E+018,1.35943404061329E+018,246224922,246224922,rathgamaya,234282670,234282670,,,,,False,0,1,2,0,1.3594335026519E+018,1.3594335026519E+018,False,False,si,,,,,,,,,,,,0
7,1.3801205419321E+018,Thu Apr 08 11:29:13 +0000 2021,1.3801205419321E+018,1.3801205419321E+018,@Ranindu_ @Anjana_____ අඩෙි නියමයි ඇ..😂 එහෙමත් පුළුවන් තමයි,False,"[23, 59]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Ranindu_', 'name': 'RaNiYa \U0001f974', 'id': 1015323417392771072, 'id_str': '1015323417392771072', 'indices': [0, 9]}, {'screen_name': 'Anjana_____', 'name': 'Λ ｎｊａｎａ', 'id': 531034779, 'id_str': '531034779', 'indices': [10, 22]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.38011987236178E+018,1.38011987236178E+018,1.01532341739277E+018,1.01532341739277E+018,Ranindu_,4695571118,4695571118,,,,,False,0,1,1,0,1.38008714930376E+018,1.38008714930376E+018,False,False,si,,,,,,,,,,,,0
8,1.36800562826695E+018,Sat Mar 06 01:08:52 +0000 2021,1.36800562826695E+018,1.36800562826695E+018,3 for 17 වනිදු නියමයි,False,"[0, 21]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.07276598446802E+018,1.07276598446802E+018,,,,,False,0,4,0,0,1.36800562826695E+018,1.36800562826695E+018,False,False,si,,,,,,,,,,,,0
9,1.37501726417754E+018,Thu Mar 25 09:30:37 +0000 2021,1.37501726417754E+018,1.37501726417754E+018,@SriLankanWeeb නියමයි!!😇😇,False,"[15, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SriLankanWeeb', 'name': 'Sri Lankan Weeb👺', 'id': 1323324002186764288, 'id_str': '1323324002186764288', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.37501055648315E+018,1.37501055648315E+018,1.32332400218676E+018,1.32332400218676E+018,SriLankanWeeb,161958333,161958333,,,,,False,0,1,1,0,1.37500429949594E+018,1.37500429949594E+018,False,False,si,,,,,,,,,,,,0
