,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,self_thread,extended_entities,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,card,label
0,1.39086676214968E+018,Sat May 08 03:10:51 +0000 2021,1.39086676214968E+018,1.39086676214968E+018,@IshuMDK හ්ම්ම් ඒ වගෙම ඔය අක්කටත් ආදරෙයි 🤭❤😌,False,"[9, 44]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IshuMDK', 'name': '🌞෴ඉරූ.🙂🌛 🇱🇰 イル🌼', 'id': 1194446106614059008, 'id_str': '1194446106614059008', 'indices': [0, 8]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.39071973587718E+018,1.39071973587718E+018,1.19444610661406E+018,1.19444610661406E+018,IshuMDK,1.26038266536419E+018,1.26038266536419E+018,,,,,False,0,1,0,0,1.39071973587718E+018,1.39071973587718E+018,False,False,si,,,,,,,,,,0
3,1.39167592554525E+018,Mon May 10 08:46:11 +0000 2021,1.39167592554525E+018,1.39167592554525E+018,"මේ වෙලාවෙ රට අර්ධ වශයෙන් හෝ lockdown කරන්න අවශ්‍යයි. ඒ lockdown කරන්න අවශ්‍ය නිසාමත් නෙමෙයි, ඒකෙන් මිනිස්සුන්ට මොරාල් එකක් දෙන්න ඕනෙ. පණිවිඩයක් දෙන්න ඕනෙ බරපතල කම ගැන.

අනිවාරෙන්ම මේකෙන් ලොකු බිස්නස් කරන අයගෙ ඉඳන් එදා වේල හොයන් කන මිනිහටත් වදී. ඒ විතරක් නෙමෙයි වීදි... (1/5)",False,"[0, 274]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.24564340649309E+018,1.24564340649309E+018,,,,,False,14,53,4,0,1.39167592554525E+018,1.39167592554525E+018,False,False,si,,"{'id': 1391675925545246720, 'id_str': '1391675925545246720'}",,,,,,,,0
4,1.39125312261856E+018,Sun May 09 04:46:07 +0000 2021,1.39125312261856E+018,1.39125312261856E+018,@sewwand8272671 Very good morning akkio..ආදරෙයි අහස තරම් ..පරිස්සමෙන් ඉන්න,False,"[16, 74]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sewwand8272671', 'name': '🌻🌹🌸රෝෂි🌸🌸🌹🌻', 'id': 1274284244555030530, 'id_str': '1274284244555030530', 'indices': [0, 15]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.39121105468058E+018,1.39121105468058E+018,1.27428424455503E+018,1.27428424455503E+018,sewwand8272671,1.26038266536419E+018,1.26038266536419E+018,,,,,False,0,1,1,0,1.39121105468058E+018,1.39121105468058E+018,False,False,und,,,,,,,,,,0
5,1.3912297182135E+018,Sun May 09 03:13:07 +0000 2021,1.3912297182135E+018,1.3912297182135E+018,"ආදරෙයි මගේ අම්මා
මගෙත් ආයුෂ අරන් තව ගොඩාක් කාලයක් ජීවත් වෙන්න ලැබේවා මගේ අම්මා😘😘😘😘😘😘😘
I love you My Queen😘😘💗 https://t.co/0jBChBhvuY",False,"[0, 108]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1391229714174341121, 'id_str': '1391229714174341121', 'indices': [109, 132], 'media_url': 'http://pbs.twimg.com/media/E06kDdJUcAErtJy.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E06kDdJUcAErtJy.jpg', 'url': 'https://t.co/0jBChBhvuY', 'display_url': 'pic.twitter.com/0jBChBhvuY', 'expanded_url': 'https://twitter.com/sewwand8272671/status/1391229718213500929/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 790, 'focus_rects': [{'x': 0, 'y': 371, 'h': 403, 'w': 720}, {'x': 0, 'y': 70, 'h': 720, 'w': 720}, {'x': 0, 'y': 0, 'h': 790, 'w': 693}, {'x': 19, 'y': 0, 'h': 790, 'w': 395}, {'x': 0, 'y': 0, 'h': 790, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 790, 'resize': 'fit'}, 'large': {'w': 720, 'h': 790, 'resize': 'fit'}, 'small': {'w': 620, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.27428424455503E+018,1.27428424455503E+018,,,,,False,1,27,2,0,1.3912297182135E+018,1.3912297182135E+018,False,False,si,,,"{'media': [{'id': 1391229714174341121, 'id_str': '1391229714174341121', 'indices': [109, 132], 'media_url': 'http://pbs.twimg.com/media/E06kDdJUcAErtJy.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E06kDdJUcAErtJy.jpg', 'url': 'https://t.co/0jBChBhvuY', 'display_url': 'pic.twitter.com/0jBChBhvuY', 'expanded_url': 'https://twitter.com/sewwand8272671/status/1391229718213500929/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 790, 'focus_rects': [{'x': 0, 'y': 371, 'h': 403, 'w': 720}, {'x': 0, 'y': 70, 'h': 720, 'w': 720}, {'x': 0, 'y': 0, 'h': 790, 'w': 693}, {'x': 19, 'y': 0, 'h': 790, 'w': 395}, {'x': 0, 'y': 0, 'h': 790, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 790, 'resize': 'fit'}, 'large': {'w': 720, 'h': 790, 'resize': 'fit'}, 'small': {'w': 620, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'media_key': '3_1391229714174341121', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 255, 'green': 255, 'blue': 255}, 'percentage': 35.25}, {'rgb': {'red': 52, 'green': 33, 'blue': 24}, 'percentage': 21.38}, {'rgb': {'red': 157, 'green': 94, 'blue': 61}, 'percentage': 19.64}, {'rgb': {'red': 251, 'green': 206, 'blue': 158}, 'percentage': 9.72}, {'rgb': {'red': 182, 'green': 77, 'blue': 50}, 'percentage': 2.37}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,0
7,1.39071973587718E+018,Fri May 07 17:26:38 +0000 2021,1.39071973587718E+018,1.39071973587718E+018,"ඔයා ආදරෙයිද   . 💖.💖.💖.

ඔයාට  ... https://t.co/PYX84EAtSD",False,"[0, 33]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1390719517064527872, 'id_str': '1390719517064527872', 'indices': [34, 57], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1390719517064527872/pu/img/lNskdsXlTZqPNy2K.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1390719517064527872/pu/img/lNskdsXlTZqPNy2K.jpg', 'url': 'https://t.co/PYX84EAtSD', 'display_url': 'pic.twitter.com/PYX84EAtSD', 'expanded_url': 'https://twitter.com/IshuMDK/status/1390719735877177350/video/1', 'type': 'photo', 'original_info': {'width': 848, 'height': 480}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 848, 'h': 480, 'resize': 'fit'}, 'medium': {'w': 848, 'h': 480, 'resize': 'fit'}, 'small': {'w': 680, 'h': 385, 'resize': 'fit'}}, 'features': {}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.19444610661406E+018,1.19444610661406E+018,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,9,1,0,1.39071973587718E+018,1.39071973587718E+018,False,False,si,,,"{'media': [{'id': 1390719517064527872, 'id_str': '1390719517064527872', 'indices': [34, 57], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1390719517064527872/pu/img/lNskdsXlTZqPNy2K.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1390719517064527872/pu/img/lNskdsXlTZqPNy2K.jpg', 'url': 'https://t.co/PYX84EAtSD', 'display_url': 'pic.twitter.com/PYX84EAtSD', 'expanded_url': 'https://twitter.com/IshuMDK/status/1390719735877177350/video/1', 'type': 'video', 'original_info': {'width': 848, 'height': 480}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 848, 'h': 480, 'resize': 'fit'}, 'medium': {'w': 848, 'h': 480, 'resize': 'fit'}, 'small': {'w': 680, 'h': 385, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [53, 30], 'duration_millis': 23840, 'variants': [{'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1390719517064527872/pu/pl/N6o-oWa-3PlzzyGF.m3u8?tag=12'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1390719517064527872/pu/vid/848x480/rShrDRngToeSiWQm.mp4?tag=12'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1390719517064527872/pu/vid/476x270/2QqQPG7DPqoPT67S.mp4?tag=12'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1390719517064527872/pu/vid/636x360/LZ5tDs0zkpH37lvI.mp4?tag=12'}]}, 'features': {}, 'media_key': '7_1390719517064527872', 'ext_media_color': {'palette': [{'rgb': {'red': 168, 'green': 150, 'blue': 146}, 'percentage': 65.38}, {'rgb': {'red': 101, 'green': 78, 'blue': 72}, 'percentage': 22.31}, {'rgb': {'red': 144, 'green': 95, 'blue': 60}, 'percentage': 7.29}, {'rgb': {'red': 43, 'green': 43, 'blue': 56}, 'percentage': 2.55}, {'rgb': {'red': 158, 'green': 163, 'blue': 162}, 'percentage': 0.59}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': {'ok': {'viewCount': '31'}}, 'ttl': -1}}, 'additional_media_info': {'monetizable': False}}]}",False,True,,,,,0
8,1.391708520719E+018,Mon May 10 10:55:42 +0000 2021,1.391708520719E+018,1.391708520719E+018,@CharukaLive ආදරෙයි ❤️🇱🇰 අයියා කතාවට,False,"[13, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CharukaLive', 'name': 'රාස්පුටින් | Rasputin', 'id': 1245643406493093889, 'id_str': '1245643406493093889', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39167592554525E+018,1.39167592554525E+018,1.24564340649309E+018,1.24564340649309E+018,CharukaLive,1.18703494238493E+018,1.18703494238493E+018,,,,,False,0,1,0,0,1.39167592554525E+018,1.39167592554525E+018,False,False,si,,,,,,,,,,0
9,1.39029989441019E+018,Thu May 06 13:38:20 +0000 2021,1.39029989441019E+018,1.39029989441019E+018,එයාලා ඔක්කොම දන්නවා. පුදුම ආදරෙයි අපිට :3 https://t.co/uuVwwZoLL1,False,"[0, 41]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1390299888345260042, 'id_str': '1390299888345260042', 'indices': [42, 65], 'media_url': 'http://pbs.twimg.com/media/E0tWYeAVoAoc8i3.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0tWYeAVoAoc8i3.jpg', 'url': 'https://t.co/uuVwwZoLL1', 'display_url': 'pic.twitter.com/uuVwwZoLL1', 'expanded_url': 'https://twitter.com/bebaalka/status/1390299894410190851/photo/1', 'type': 'photo', 'original_info': {'width': 3120, 'height': 1916, 'focus_rects': [{'x': 0, 'y': 169, 'h': 1747, 'w': 3120}, {'x': 53, 'y': 0, 'h': 1916, 'w': 1916}, {'x': 171, 'y': 0, 'h': 1916, 'w': 1681}, {'x': 532, 'y': 0, 'h': 1916, 'w': 958}, {'x': 0, 'y': 0, 'h': 1916, 'w': 3120}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 737, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1258, 'resize': 'fit'}, 'small': {'w': 680, 'h': 418, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.04969233122436E+018,1.04969233122436E+018,,,,,False,1,32,6,1,1.39029989441019E+018,1.39029989441019E+018,False,False,si,,,"{'media': [{'id': 1390299888345260042, 'id_str': '1390299888345260042', 'indices': [42, 65], 'media_url': 'http://pbs.twimg.com/media/E0tWYeAVoAoc8i3.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0tWYeAVoAoc8i3.jpg', 'url': 'https://t.co/uuVwwZoLL1', 'display_url': 'pic.twitter.com/uuVwwZoLL1', 'expanded_url': 'https://twitter.com/bebaalka/status/1390299894410190851/photo/1', 'type': 'photo', 'original_info': {'width': 3120, 'height': 1916, 'focus_rects': [{'x': 0, 'y': 169, 'h': 1747, 'w': 3120}, {'x': 53, 'y': 0, 'h': 1916, 'w': 1916}, {'x': 171, 'y': 0, 'h': 1916, 'w': 1681}, {'x': 532, 'y': 0, 'h': 1916, 'w': 958}, {'x': 0, 'y': 0, 'h': 1916, 'w': 3120}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 737, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1258, 'resize': 'fit'}, 'small': {'w': 680, 'h': 418, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'media_key': '3_1390299888345260042', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 29, 'green': 27, 'blue': 30}, 'percentage': 55.97}, {'rgb': {'red': 210, 'green': 62, 'blue': 66}, 'percentage': 17.99}, {'rgb': {'red': 27, 'green': 133, 'blue': 78}, 'percentage': 8.47}, {'rgb': {'red': 242, 'green': 197, 'blue': 142}, 'percentage': 3.98}, {'rgb': {'red': 99, 'green': 29, 'blue': 35}, 'percentage': 2.54}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,0
10,1.39072081612014E+018,Fri May 07 17:30:55 +0000 2021,1.39072081612014E+018,1.39072081612014E+018,@RakzzMaduOnline ඔයයි තව හත් දෙනෙකුයි,False,"[17, 37]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RakzzMaduOnline', 'name': '🐾️Baby Koala 🖤🐨🐾️ 💤', 'id': 1014093357318934529, 'id_str': '1014093357318934529', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.39072056967963E+018,1.39072056967963E+018,1.01409335731893E+018,1.01409335731893E+018,RakzzMaduOnline,2240150923,2240150923,,,,,False,0,3,1,1,1.39071951584398E+018,1.39071951584398E+018,False,False,si,,,,,,,,,,0
11,1.39093501449001E+018,Sat May 08 07:42:04 +0000 2021,1.39093501449001E+018,1.39093501449001E+018,@AshWarunasuriya ආදරෙයි ඔයාල හැමෝටම ඈ 😍😍😍 ගෑන් ළමෙකුත් හොයලා දුන්නා වම් වැඩේ සම්පූර්ණයි ❤️😬☺️☺️☺️ https://t.co/9zpdju5jOv,False,"[17, 97]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AshWarunasuriya', 'name': 'Ashanthi', 'id': 3185439146, 'id_str': '3185439146', 'indices': [0, 16]}], 'urls': [], 'media': [{'id': 1390935004092321803, 'id_str': '1390935004092321803', 'indices': [98, 121], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/E02YBEiUUAsNwTD.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/E02YBEiUUAsNwTD.jpg', 'url': 'https://t.co/9zpdju5jOv', 'display_url': 'pic.twitter.com/9zpdju5jOv', 'expanded_url': 'https://twitter.com/itsmechutiputha/status/1390935014490009601/photo/1', 'type': 'photo', 'original_info': {'width': 364, 'height': 200}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 364, 'h': 200, 'resize': 'fit'}, 'large': {'w': 364, 'h': 200, 'resize': 'fit'}, 'small': {'w': 364, 'h': 200, 'resize': 'fit'}}, 'features': {}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.39093398981321E+018,1.39093398981321E+018,3185439146,3185439146,AshWarunasuriya,1.29146512212529E+018,1.29146512212529E+018,,,,,False,0,1,0,0,1.39093121679524E+018,1.39093121679524E+018,False,False,si,,,"{'media': [{'id': 1390935004092321803, 'id_str': '1390935004092321803', 'indices': [98, 121], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/E02YBEiUUAsNwTD.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/E02YBEiUUAsNwTD.jpg', 'url': 'https://t.co/9zpdju5jOv', 'display_url': 'pic.twitter.com/9zpdju5jOv', 'expanded_url': 'https://twitter.com/itsmechutiputha/status/1390935014490009601/photo/1', 'type': 'animated_gif', 'original_info': {'width': 364, 'height': 200}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 364, 'h': 200, 'resize': 'fit'}, 'large': {'w': 364, 'h': 200, 'resize': 'fit'}, 'small': {'w': 364, 'h': 200, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [91, 50], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/E02YBEiUUAsNwTD.mp4'}]}, 'features': {}, 'media_key': '16_1390935004092321803', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 63, 'green': 57, 'blue': 43}, 'percentage': 53.2}, {'rgb': {'red': 157, 'green': 118, 'blue': 95}, 'percentage': 29.94}, {'rgb': {'red': 96, 'green': 53, 'blue': 37}, 'percentage': 7.79}, {'rgb': {'red': 195, 'green': 33, 'blue': 10}, 'percentage': 2.51}, {'rgb': {'red': 235, 'green': 213, 'blue': 195}, 'percentage': 1.91}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",True,True,,,,,0
12,1.39058724973401E+018,Fri May 07 08:40:10 +0000 2021,1.39058724973401E+018,1.39058724973401E+018,@iam_AStr අම්මෝ ආදරෙයි බබා 😍,False,"[10, 28]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'iam_AStr', 'name': 'ⒶⓈⓣⓡⓐ ツ', 'id': 1299197195032252417, 'id_str': '1299197195032252417', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3905395049188E+018,1.3905395049188E+018,1.29919719503225E+018,1.29919719503225E+018,iam_AStr,1.11063559781357E+018,1.11063559781357E+018,,,,,False,0,1,1,0,1.39053740656306E+018,1.39053740656306E+018,False,False,si,,,,,,,,,,0
