,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,extended_entities,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,card,label,
0,1.19020029818414E+018,Fri Nov 01 09:33:58 +0000 2019,1.19020029818414E+018,1.19020029818414E+018,@lankacnews මමත් නම් ගෝඨා ට දෙන්නේ.. ඒත් පල පකයා බොරු නොකියා 😂😂🖕,False,"[12, 64]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lankacnews', 'name': 'lanka C news', 'id': 230640891, 'id_str': '230640891', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.18995243500495E+018,1.18995243500495E+018,230640891,230640891,lankacnews,1.15169514244672E+018,1.15169514244672E+018,,,,,False,0,4,0,0,1.18995243500495E+018,1.18995243500495E+018,False,False,si,,,,,,,,,,1,
1,1.20030571097155E+018,Fri Nov 29 06:49:16 +0000 2019,1.20030571097155E+018,1.20030571097155E+018,Porn Addict එකෙක් හදුනා ගන්නා ආකාරය https://t.co/f7VT6SSzTr,False,"[0, 35]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1200305695662305285, 'id_str': '1200305695662305285', 'indices': [36, 59], 'media_url': 'http://pbs.twimg.com/media/EKhXq7PUcAUpA9M.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EKhXq7PUcAUpA9M.jpg', 'url': 'https://t.co/f7VT6SSzTr', 'display_url': 'pic.twitter.com/f7VT6SSzTr', 'expanded_url': 'https://twitter.com/qAzithen/status/1200305710971551745/photo/1', 'type': 'photo', 'original_info': {'width': 719, 'height': 406, 'focus_rects': [{'x': 0, 'y': 0, 'h': 403, 'w': 719}, {'x': 102, 'y': 0, 'h': 406, 'w': 406}, {'x': 127, 'y': 0, 'h': 406, 'w': 356}, {'x': 204, 'y': 0, 'h': 406, 'w': 203}, {'x': 0, 'y': 0, 'h': 406, 'w': 719}]}, 'sizes': {'large': {'w': 719, 'h': 406, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 719, 'h': 406, 'resize': 'fit'}, 'small': {'w': 680, 'h': 384, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 278, 'y': 24, 'h': 74, 'w': 74}]}, 'medium': {'faces': [{'x': 278, 'y': 24, 'h': 74, 'w': 74}]}, 'small': {'faces': [{'x': 262, 'y': 22, 'h': 69, 'w': 69}]}, 'orig': {'faces': [{'x': 278, 'y': 24, 'h': 74, 'w': 74}]}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.11702161061831E+018,1.11702161061831E+018,,,,,False,5,46,9,0,1.20030571097155E+018,1.20030571097155E+018,False,False,si,,"{'media': [{'id': 1200305695662305285, 'id_str': '1200305695662305285', 'indices': [36, 59], 'media_url': 'http://pbs.twimg.com/media/EKhXq7PUcAUpA9M.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EKhXq7PUcAUpA9M.jpg', 'url': 'https://t.co/f7VT6SSzTr', 'display_url': 'pic.twitter.com/f7VT6SSzTr', 'expanded_url': 'https://twitter.com/qAzithen/status/1200305710971551745/photo/1', 'type': 'photo', 'original_info': {'width': 719, 'height': 406, 'focus_rects': [{'x': 0, 'y': 0, 'h': 403, 'w': 719}, {'x': 102, 'y': 0, 'h': 406, 'w': 406}, {'x': 127, 'y': 0, 'h': 406, 'w': 356}, {'x': 204, 'y': 0, 'h': 406, 'w': 203}, {'x': 0, 'y': 0, 'h': 406, 'w': 719}]}, 'sizes': {'large': {'w': 719, 'h': 406, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 719, 'h': 406, 'resize': 'fit'}, 'small': {'w': 680, 'h': 384, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 278, 'y': 24, 'h': 74, 'w': 74}]}, 'medium': {'faces': [{'x': 278, 'y': 24, 'h': 74, 'w': 74}]}, 'small': {'faces': [{'x': 262, 'y': 22, 'h': 69, 'w': 69}]}, 'orig': {'faces': [{'x': 278, 'y': 24, 'h': 74, 'w': 74}]}}, 'media_key': '3_1200305695662305285', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 194, 'green': 189, 'blue': 179}, 'percentage': 67.05}, {'rgb': {'red': 129, 'green': 123, 'blue': 123}, 'percentage': 10.96}, {'rgb': {'red': 116, 'green': 70, 'blue': 54}, 'percentage': 8.66}, {'rgb': {'red': 47, 'green': 49, 'blue': 54}, 'percentage': 6.79}, {'rgb': {'red': 124, 'green': 31, 'blue': 56}, 'percentage': 2.75}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",True,True,,,,,,0,
2,1.32024845108333E+018,Sun Oct 25 06:18:54 +0000 2020,1.32024845108333E+018,1.32024845108333E+018,@maalupaan මේ පකයා ලංකාවට ඇවිල්ලා අපිට කීයක් වත් දෙන්නෙ නෑ නෙ,False,"[11, 61]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.32024821981799E+018,1.32024821981799E+018,4632654077,4632654077,maalupaan,246224922,246224922,,,,,False,0,0,1,0,1.32024751663431E+018,1.32024751663431E+018,False,False,si,,,,,,,,,,1,
3,1.34861548231674E+018,Mon Jan 11 12:59:21 +0000 2021,1.34861548231674E+018,1.34861548231674E+018,Oh! The irony! පකයා!! 😭,False,"[0, 23]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,360628853,360628853,,,,,True,0,2,0,0,1.34861548231674E+018,1.34861548231674E+018,False,False,en,,,,,1.32975546347121E+018,1.32975546347121E+018,"{'url': 'https://t.co/cWcqdZkLo4', 'expanded': 'https://twitter.com/NewsfirstSL/status/1329755463471206400', 'display': 'twitter.com/NewsfirstSL/st…'}",,,1,
4,1.17674458767667E+018,Wed Sep 25 06:25:47 +0000 2019,1.17674458767667E+018,1.17674458767667E+018,@rusiya_ @ohThatBrokeKid භූගත පකයා 😂,False,"[25, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rusiya_', 'name': 'රුසියා 🇱🇰', 'id': 407621077, 'id_str': '407621077', 'indices': [0, 8]}, {'screen_name': 'ohThatBrokeKid', 'name': 'ගින්නා 🚀 is gone for a while', 'id': 1742620412, 'id_str': '1742620412', 'indices': [9, 24]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.17673689158182E+018,1.17673689158182E+018,407621077,407621077,rusiya_,1.146827870725E+018,1.146827870725E+018,,,,,False,0,1,0,0,1.17673689158182E+018,1.17673689158182E+018,False,False,si,,,,,,,,,,1,
5,1.28990664914718E+018,Sun Aug 02 12:51:25 +0000 2020,1.28990664914718E+018,1.28990664914718E+018,තව බෝම්බ ආයිත් සහරාන්ලාට කියලා කෙලවගන්න. මතකයි මූ කිව්වේ ලමයි හම්බුවෙන වාට්ටුවක ලෙඩෙක් බලන්න ගියාම ඒ වාට්ටුවේ හිටපු බෝම්බ හදලා තුවාලවෙලා හිටපු  සහරාන්ගේ මල්ලි රිල්වාන් දැකලා කතා කලා කියලා.රිල්වාන්ට බබාලා හම්බුවෙන කතා බබ්බුන්ට කියන්න හකීම් නානා. ගෙදර  අරින්න මූව @Rauff_Hakeem,False,"[0, 275]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Rauff_Hakeem', 'name': 'Rauff Hakeem', 'id': 4763725522, 'id_str': '4763725522', 'indices': [262, 275]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,7.22930083858506E+017,7.22930083858506E+017,,,,,True,2,10,6,1,1.28990664914718E+018,1.28990664914718E+018,False,False,si,,,,,1.28976732495472E+018,1.28976732495472E+018,"{'url': 'https://t.co/eRZjgGKtkz', 'expanded': 'https://twitter.com/ihshaniqbal/status/1289767324954722305', 'display': 'twitter.com/ihshaniqbal/st…'}","{'id': 1289906649147179014, 'id_str': '1289906649147179014'}",,0,
6,1.30899640142735E+018,Thu Sep 24 05:07:16 +0000 2020,1.30899640142735E+018,1.30899640142735E+018,@qAzithen පකයා https://t.co/o2BFhET0gT,False,"[10, 14]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'qAzithen', 'name': 'SAHAN™ 🇱🇰', 'id': 1117021610618310656, 'id_str': '1117021610618310656', 'indices': [0, 9]}], 'urls': [], 'media': [{'id': 1308996398415859712, 'id_str': '1308996398415859712', 'indices': [15, 38], 'media_url': 'http://pbs.twimg.com/media/Eip9SfvX0AAl0FI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eip9SfvX0AAl0FI.jpg', 'url': 'https://t.co/o2BFhET0gT', 'display_url': 'pic.twitter.com/o2BFhET0gT', 'expanded_url': 'https://twitter.com/Ranindu_/status/1308996401427353601/photo/1', 'type': 'photo', 'original_info': {'width': 666, 'height': 402, 'focus_rects': [{'x': 0, 'y': 0, 'h': 373, 'w': 666}, {'x': 82, 'y': 0, 'h': 402, 'w': 402}, {'x': 107, 'y': 0, 'h': 402, 'w': 353}, {'x': 183, 'y': 0, 'h': 402, 'w': 201}, {'x': 0, 'y': 0, 'h': 402, 'w': 666}]}, 'sizes': {'medium': {'w': 666, 'h': 402, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 666, 'h': 402, 'resize': 'fit'}, 'large': {'w': 666, 'h': 402, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.30899600306075E+018,1.30899600306075E+018,1.11702161061831E+018,1.11702161061831E+018,qAzithen,1.01532341739277E+018,1.01532341739277E+018,,,,,False,0,1,0,0,1.30899480295707E+018,1.30899480295707E+018,False,False,si,,"{'media': [{'id': 1308996398415859712, 'id_str': '1308996398415859712', 'indices': [15, 38], 'media_url': 'http://pbs.twimg.com/media/Eip9SfvX0AAl0FI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eip9SfvX0AAl0FI.jpg', 'url': 'https://t.co/o2BFhET0gT', 'display_url': 'pic.twitter.com/o2BFhET0gT', 'expanded_url': 'https://twitter.com/Ranindu_/status/1308996401427353601/photo/1', 'type': 'photo', 'original_info': {'width': 666, 'height': 402, 'focus_rects': [{'x': 0, 'y': 0, 'h': 373, 'w': 666}, {'x': 82, 'y': 0, 'h': 402, 'w': 402}, {'x': 107, 'y': 0, 'h': 402, 'w': 353}, {'x': 183, 'y': 0, 'h': 402, 'w': 201}, {'x': 0, 'y': 0, 'h': 402, 'w': 666}]}, 'sizes': {'medium': {'w': 666, 'h': 402, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 666, 'h': 402, 'resize': 'fit'}, 'large': {'w': 666, 'h': 402, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}}, 'media_key': '3_1308996398415859712', 'ext_media_color': {'palette': [{'rgb': {'red': 255, 'green': 255, 'blue': 255}, 'percentage': 92.22}, {'rgb': {'red': 2, 'green': 2, 'blue': 2}, 'percentage': 6.1}, {'rgb': {'red': 118, 'green': 118, 'blue': 118}, 'percentage': 2.08}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,1,
7,1.20699160755312E+018,Tue Dec 17 17:36:38 +0000 2019,1.20699160755312E+018,1.20699160755312E+018,කෞදෞත්තො මහ රැ කරන්ට් කපන පකයා? 😢👉👌 #දෙමටගොඩ — feeling annoyed,False,"[0, 62]","{'hashtags': [{'text': 'දෙමටගොඩ', 'indices': [36, 44]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,416852441,416852441,,,,,False,0,0,0,0,1.20699160755312E+018,1.20699160755312E+018,False,False,si,,,,,,,,,,1,
8,1.35824824357503E+018,Sun Feb 07 02:56:30 +0000 2021,1.35824824357503E+018,1.35824824357503E+018,"පළවෙනියට කෝවිඩ් ගැන කියාපු චීනේ Dr. Li Wenliang මහත්තයා මැරිලා අදට අවුරුද්දයී. ඒ උත්තමයට නිවන් සුව ප්‍රාර්ථනා කරනවා. එයාව හිරේ දාලා, ලෝකෙට පච කියලා, අපි හැමෝවම අමාරුවට දාපු ශී ජින්පින් පකයා ලබන ආත්මේ කොකු පනුවෙක් වෙලා ඉපදෙන්න කියලා පතනවා. https://t.co/7Y8aPR0vY4",False,"[0, 238]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1358245582645694466, 'id_str': '1358245582645694466', 'indices': [239, 262], 'media_url': 'http://pbs.twimg.com/media/Etl1KT9XEAIsvAT.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Etl1KT9XEAIsvAT.jpg', 'url': 'https://t.co/7Y8aPR0vY4', 'display_url': 'pic.twitter.com/7Y8aPR0vY4', 'expanded_url': 'https://twitter.com/KOTTANOFFICIAL/status/1358248243575029763/photo/1', 'type': 'photo', 'original_info': {'width': 1200, 'height': 720, 'focus_rects': [{'x': 0, 'y': 0, 'h': 672, 'w': 1200}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 14, 'y': 0, 'h': 720, 'w': 632}, {'x': 150, 'y': 0, 'h': 720, 'w': 360}, {'x': 0, 'y': 0, 'h': 720, 'w': 1200}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1200, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 720, 'resize': 'fit'}, 'small': {'w': 680, 'h': 408, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 421, 'y': 541, 'h': 79, 'w': 79}]}, 'large': {'faces': [{'x': 421, 'y': 541, 'h': 79, 'w': 79}]}, 'medium': {'faces': [{'x': 421, 'y': 541, 'h': 79, 'w': 79}]}, 'small': {'faces': [{'x': 238, 'y': 306, 'h': 44, 'w': 44}]}}}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.26937563388645E+018,1.26937563388645E+018,,,,,False,2,19,0,0,1.35824824357503E+018,1.35824824357503E+018,False,False,si,,"{'media': [{'id': 1358245582645694466, 'id_str': '1358245582645694466', 'indices': [239, 262], 'media_url': 'http://pbs.twimg.com/media/Etl1KT9XEAIsvAT.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Etl1KT9XEAIsvAT.jpg', 'url': 'https://t.co/7Y8aPR0vY4', 'display_url': 'pic.twitter.com/7Y8aPR0vY4', 'expanded_url': 'https://twitter.com/KOTTANOFFICIAL/status/1358248243575029763/photo/1', 'type': 'photo', 'original_info': {'width': 1200, 'height': 720, 'focus_rects': [{'x': 0, 'y': 0, 'h': 672, 'w': 1200}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 14, 'y': 0, 'h': 720, 'w': 632}, {'x': 150, 'y': 0, 'h': 720, 'w': 360}, {'x': 0, 'y': 0, 'h': 720, 'w': 1200}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1200, 'h': 720, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 720, 'resize': 'fit'}, 'small': {'w': 680, 'h': 408, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 421, 'y': 541, 'h': 79, 'w': 79}]}, 'large': {'faces': [{'x': 421, 'y': 541, 'h': 79, 'w': 79}]}, 'medium': {'faces': [{'x': 421, 'y': 541, 'h': 79, 'w': 79}]}, 'small': {'faces': [{'x': 238, 'y': 306, 'h': 44, 'w': 44}]}}, 'media_key': '3_1358245582645694466', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 172, 'green': 165, 'blue': 155}, 'percentage': 55.38}, {'rgb': {'red': 134, 'green': 93, 'blue': 75}, 'percentage': 13.91}, {'rgb': {'red': 66, 'green': 50, 'blue': 42}, 'percentage': 11.44}, {'rgb': {'red': 127, 'green': 115, 'blue': 95}, 'percentage': 4.76}, {'rgb': {'red': 34, 'green': 120, 'blue': 120}, 'percentage': 4.04}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,1,
9,1.29278231231309E+018,Mon Aug 10 11:18:16 +0000 2020,1.29278231231309E+018,1.29278231231309E+018,"@Lakshan67677014 @UPGammanpila අනේ පලයං ඡාතිවාදි කැරි බල්ලෝ...
අලිසබ්රි නැත්තම් ගෝටාබයට ඡන්ද අපේක්ෂත්වය පවා නැතිවෙන්න තිබ්බා...
තොපි වගේ සිංහල ඡාතිවාදි නිසා රටම විනාෂයි...
පකයා",False,"[31, 176]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Lakshan67677014', 'name': 'Lakshan perera', 'id': 1162908867681894400, 'id_str': '1162908867681894400', 'indices': [0, 16]}, {'screen_name': 'UPGammanpila', 'name': 'Udaya Gammanpila', 'id': 2547563576, 'id_str': '2547563576', 'indices': [17, 30]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.29270244436376E+018,1.29270244436376E+018,1.16290886768189E+018,1.16290886768189E+018,Lakshan67677014,1.05680728934297E+018,1.05680728934297E+018,,,,,False,0,1,2,0,1.29269885093156E+018,1.29269885093156E+018,False,False,si,,,,,,,,,,1,
