,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,extended_entities,possibly_sensitive,possibly_sensitive_editable,self_thread,quoted_status_id,quoted_status_id_str,quoted_status_permalink,card,label,
0,1.18251996130391E+018,Fri Oct 11 04:55:03 +0000 2019,1.18251996130391E+018,1.18251996130391E+018,ඔය චන්ද රැලි වල සෙනග බලල හිතාගන්න පුලුවන් එකම දේ තමා කිසිම වැඩක් පලක් රස්සාවක් නැති කාලකන්නි කීයක් ලංකාවේ ඉන්නවද කියන එක.. 🙄,False,"[0, 124]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.17509905257833E+018,1.17509905257833E+018,,,,,False,3,57,2,0,1.18251996130391E+018,1.18251996130391E+018,False,False,si,,,,,,,,,,0,
1,1.25434273398181E+018,Sun Apr 26 09:33:06 +0000 2020,1.25434273398181E+018,1.25434273398181E+018,"SriLankan Airlines clarification on social media reports on special flights

ශ්‍රීලංකන් විශේෂ ගුවන් ගමන පිළිබඳ හුවමාරු වන සමාජ මාධ්‍ය වාර්තා සම්බන්ධයෙන්
ශ්‍රීලංකන් ගුවන් සේවයේ කරුණු පැහැදිලි කිරීමයි.

@flysrilankan #SrilankanAirlines #lk https://t.co/OPwOLVsHdo",False,"[0, 237]","{'hashtags': [{'text': 'SrilankanAirlines', 'indices': [215, 233]}, {'text': 'lk', 'indices': [234, 237]}], 'symbols': [], 'user_mentions': [{'screen_name': 'flysrilankan', 'name': 'SriLankan Airlines', 'id': 117284445, 'id_str': '117284445', 'indices': [201, 214]}], 'urls': [], 'media': [{'id': 1254342715380314113, 'id_str': '1254342715380314113', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/EWhSDcjXsAE61w4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWhSDcjXsAE61w4.jpg', 'url': 'https://t.co/OPwOLVsHdo', 'display_url': 'pic.twitter.com/OPwOLVsHdo', 'expanded_url': 'https://twitter.com/shehanmlive/status/1254342733981814784/photo/1', 'type': 'photo', 'original_info': {'width': 750, 'height': 1086, 'focus_rects': [{'x': 0, 'y': 34, 'h': 420, 'w': 750}, {'x': 0, 'y': 0, 'h': 750, 'w': 750}, {'x': 0, 'y': 0, 'h': 855, 'w': 750}, {'x': 0, 'y': 0, 'h': 1086, 'w': 543}, {'x': 0, 'y': 0, 'h': 1086, 'w': 750}]}, 'sizes': {'medium': {'w': 750, 'h': 1086, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 750, 'h': 1086, 'resize': 'fit'}, 'small': {'w': 470, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'large': {'faces': []}, 'orig': {'faces': []}, 'small': {'faces': []}}}, {'id': 1254342715409645568, 'id_str': '1254342715409645568', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/EWhSDcqXQAAuw26.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWhSDcqXQAAuw26.jpg', 'url': 'https://t.co/OPwOLVsHdo', 'display_url': 'pic.twitter.com/OPwOLVsHdo', 'expanded_url': 'https://twitter.com/shehanmlive/status/1254342733981814784/photo/1', 'type': 'photo', 'original_info': {'width': 749, 'height': 579, 'focus_rects': [{'x': 0, 'y': 160, 'h': 419, 'w': 749}, {'x': 0, 'y': 0, 'h': 579, 'w': 579}, {'x': 0, 'y': 0, 'h': 579, 'w': 508}, {'x': 98, 'y': 0, 'h': 579, 'w': 290}, {'x': 0, 'y': 0, 'h': 579, 'w': 749}]}, 'sizes': {'medium': {'w': 749, 'h': 579, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 749, 'h': 579, 'resize': 'fit'}, 'small': {'w': 680, 'h': 526, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 349, 'y': 150, 'h': 58, 'w': 58}, {'x': 74, 'y': 225, 'h': 62, 'w': 62}, {'x': 145, 'y': 98, 'h': 60, 'w': 60}]}, 'large': {'faces': [{'x': 349, 'y': 150, 'h': 58, 'w': 58}, {'x': 74, 'y': 225, 'h': 62, 'w': 62}, {'x': 145, 'y': 98, 'h': 60, 'w': 60}]}, 'orig': {'faces': [{'x': 349, 'y': 150, 'h': 58, 'w': 58}, {'x': 74, 'y': 225, 'h': 62, 'w': 62}, {'x': 145, 'y': 98, 'h': 60, 'w': 60}]}, 'small': {'faces': [{'x': 316, 'y': 136, 'h': 52, 'w': 52}, {'x': 67, 'y': 204, 'h': 56, 'w': 56}, {'x': 131, 'y': 88, 'h': 54, 'w': 54}]}}}, {'id': 1254342715409661952, 'id_str': '1254342715409661952', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/EWhSDcqXgAAFKzl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWhSDcqXgAAFKzl.jpg', 'url': 'https://t.co/OPwOLVsHdo', 'display_url': 'pic.twitter.com/OPwOLVsHdo', 'expanded_url': 'https://twitter.com/shehanmlive/status/1254342733981814784/photo/1', 'type': 'photo', 'original_info': {'width': 750, 'height': 1184, 'focus_rects': [{'x': 0, 'y': 0, 'h': 420, 'w': 750}, {'x': 0, 'y': 0, 'h': 750, 'w': 750}, {'x': 0, 'y': 0, 'h': 855, 'w': 750}, {'x': 158, 'y': 0, 'h': 1184, 'w': 592}, {'x': 0, 'y': 0, 'h': 1184, 'w': 750}]}, 'sizes': {'large': {'w': 750, 'h': 1184, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 750, 'h': 1184, 'resize': 'fit'}, 'small': {'w': 431, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}}, {'id': 1254342715384479744, 'id_str': '1254342715384479744', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/EWhSDckXQAA1MwX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWhSDckXQAA1MwX.jpg', 'url': 'https://t.co/OPwOLVsHdo', 'display_url': 'pic.twitter.com/OPwOLVsHdo', 'expanded_url': 'https://twitter.com/shehanmlive/status/1254342733981814784/photo/1', 'type': 'photo', 'original_info': {'width': 750, 'height': 485, 'focus_rects': [{'x': 0, 'y': 33, 'h': 420, 'w': 750}, {'x': 0, 'y': 0, 'h': 485, 'w': 485}, {'x': 0, 'y': 0, 'h': 485, 'w': 425}, {'x': 47, 'y': 0, 'h': 485, 'w': 243}, {'x': 0, 'y': 0, 'h': 485, 'w': 750}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 440, 'resize': 'fit'}, 'medium': {'w': 750, 'h': 485, 'resize': 'fit'}, 'large': {'w': 750, 'h': 485, 'resize': 'fit'}}, 'features': {'small': {'faces': []}, 'orig': {'faces': []}, 'medium': {'faces': []}, 'large': {'faces': []}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,111329217,111329217,,,,,False,17,50,1,7,1.25434273398181E+018,1.25434273398181E+018,False,False,und,,"{'media': [{'id': 1254342715380314113, 'id_str': '1254342715380314113', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/EWhSDcjXsAE61w4.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWhSDcjXsAE61w4.jpg', 'url': 'https://t.co/OPwOLVsHdo', 'display_url': 'pic.twitter.com/OPwOLVsHdo', 'expanded_url': 'https://twitter.com/shehanmlive/status/1254342733981814784/photo/1', 'type': 'photo', 'original_info': {'width': 750, 'height': 1086, 'focus_rects': [{'x': 0, 'y': 34, 'h': 420, 'w': 750}, {'x': 0, 'y': 0, 'h': 750, 'w': 750}, {'x': 0, 'y': 0, 'h': 855, 'w': 750}, {'x': 0, 'y': 0, 'h': 1086, 'w': 543}, {'x': 0, 'y': 0, 'h': 1086, 'w': 750}]}, 'sizes': {'medium': {'w': 750, 'h': 1086, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 750, 'h': 1086, 'resize': 'fit'}, 'small': {'w': 470, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'large': {'faces': []}, 'orig': {'faces': []}, 'small': {'faces': []}}, 'media_key': '3_1254342715380314113', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 248, 'green': 248, 'blue': 248}, 'percentage': 98.94}, {'rgb': {'red': 131, 'green': 131, 'blue': 131}, 'percentage': 0.7}, {'rgb': {'red': 236, 'green': 193, 'blue': 199}, 'percentage': 0.12}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}, {'id': 1254342715409645568, 'id_str': '1254342715409645568', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/EWhSDcqXQAAuw26.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWhSDcqXQAAuw26.jpg', 'url': 'https://t.co/OPwOLVsHdo', 'display_url': 'pic.twitter.com/OPwOLVsHdo', 'expanded_url': 'https://twitter.com/shehanmlive/status/1254342733981814784/photo/1', 'type': 'photo', 'original_info': {'width': 749, 'height': 579, 'focus_rects': [{'x': 0, 'y': 160, 'h': 419, 'w': 749}, {'x': 0, 'y': 0, 'h': 579, 'w': 579}, {'x': 0, 'y': 0, 'h': 579, 'w': 508}, {'x': 98, 'y': 0, 'h': 579, 'w': 290}, {'x': 0, 'y': 0, 'h': 579, 'w': 749}]}, 'sizes': {'medium': {'w': 749, 'h': 579, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 749, 'h': 579, 'resize': 'fit'}, 'small': {'w': 680, 'h': 526, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 349, 'y': 150, 'h': 58, 'w': 58}, {'x': 74, 'y': 225, 'h': 62, 'w': 62}, {'x': 145, 'y': 98, 'h': 60, 'w': 60}]}, 'large': {'faces': [{'x': 349, 'y': 150, 'h': 58, 'w': 58}, {'x': 74, 'y': 225, 'h': 62, 'w': 62}, {'x': 145, 'y': 98, 'h': 60, 'w': 60}]}, 'orig': {'faces': [{'x': 349, 'y': 150, 'h': 58, 'w': 58}, {'x': 74, 'y': 225, 'h': 62, 'w': 62}, {'x': 145, 'y': 98, 'h': 60, 'w': 60}]}, 'small': {'faces': [{'x': 316, 'y': 136, 'h': 52, 'w': 52}, {'x': 67, 'y': 204, 'h': 56, 'w': 56}, {'x': 131, 'y': 88, 'h': 54, 'w': 54}]}}, 'media_key': '3_1254342715409645568', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 254, 'green': 254, 'blue': 254}, 'percentage': 97.89}, {'rgb': {'red': 143, 'green': 143, 'blue': 143}, 'percentage': 2.11}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}, {'id': 1254342715409661952, 'id_str': '1254342715409661952', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/EWhSDcqXgAAFKzl.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWhSDcqXgAAFKzl.jpg', 'url': 'https://t.co/OPwOLVsHdo', 'display_url': 'pic.twitter.com/OPwOLVsHdo', 'expanded_url': 'https://twitter.com/shehanmlive/status/1254342733981814784/photo/1', 'type': 'photo', 'original_info': {'width': 750, 'height': 1184, 'focus_rects': [{'x': 0, 'y': 0, 'h': 420, 'w': 750}, {'x': 0, 'y': 0, 'h': 750, 'w': 750}, {'x': 0, 'y': 0, 'h': 855, 'w': 750}, {'x': 158, 'y': 0, 'h': 1184, 'w': 592}, {'x': 0, 'y': 0, 'h': 1184, 'w': 750}]}, 'sizes': {'large': {'w': 750, 'h': 1184, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 750, 'h': 1184, 'resize': 'fit'}, 'small': {'w': 431, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'media_key': '3_1254342715409661952', 'ext_media_color': {'palette': [{'rgb': {'red': 248, 'green': 248, 'blue': 248}, 'percentage': 99.41}, {'rgb': {'red': 136, 'green': 136, 'blue': 136}, 'percentage': 0.3}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}, {'id': 1254342715384479744, 'id_str': '1254342715384479744', 'indices': [238, 261], 'media_url': 'http://pbs.twimg.com/media/EWhSDckXQAA1MwX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EWhSDckXQAA1MwX.jpg', 'url': 'https://t.co/OPwOLVsHdo', 'display_url': 'pic.twitter.com/OPwOLVsHdo', 'expanded_url': 'https://twitter.com/shehanmlive/status/1254342733981814784/photo/1', 'type': 'photo', 'original_info': {'width': 750, 'height': 485, 'focus_rects': [{'x': 0, 'y': 33, 'h': 420, 'w': 750}, {'x': 0, 'y': 0, 'h': 485, 'w': 485}, {'x': 0, 'y': 0, 'h': 485, 'w': 425}, {'x': 47, 'y': 0, 'h': 485, 'w': 243}, {'x': 0, 'y': 0, 'h': 485, 'w': 750}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 440, 'resize': 'fit'}, 'medium': {'w': 750, 'h': 485, 'resize': 'fit'}, 'large': {'w': 750, 'h': 485, 'resize': 'fit'}}, 'features': {'small': {'faces': []}, 'orig': {'faces': []}, 'medium': {'faces': []}, 'large': {'faces': []}}, 'media_key': '3_1254342715384479744', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 255, 'green': 255, 'blue': 255}, 'percentage': 99.28}, {'rgb': {'red': 145, 'green': 145, 'blue': 145}, 'percentage': 0.72}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,0,
2,1.35119229366822E+018,Mon Jan 18 15:38:41 +0000 2021,1.35119229366822E+018,1.35119229366822E+018,අපිට වැරදුනු තැනක් තියෙනව. ගෑනු හැමෝම එක වගේ කියලා හිතපු එක.ලන්වෙලා බොරු බලාපොරොත්තු දිලා ජීව්තේම කාලකන්නි කරලා යන අය අතරෙ සමීප සම්බන්ධයක් නැතත් අපේ හිත් හදන අපි ගැන හොයන හිත හොද අයත් ඉන්නව .එහෙම අයට හදවතින්ම  උත්තමාචාරය .,False,"[0, 222]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.20946366261385E+018,1.20946366261385E+018,,,,,False,0,24,3,1,1.35119229366822E+018,1.35119229366822E+018,False,False,si,,,,,,,,,,0,
3,1.29136068944178E+018,Thu Aug 06 13:09:15 +0000 2020,1.29136068944178E+018,1.29136068944178E+018,"හඳුන්නෙත්ති ගෙදර යවා නංගිගෙ පුතා පාර්ලිමේන්තු යැවූ මාතර බත් කන හරකුනි, ඔබලා වනාහි මේ රටට ම ගැළපෙන කාලකන්නි ජනකොටසකි. #GeneralElection2020 #srilankaelections2020 #Handunnetti #Matara #YouHadOneJob",False,"[0, 195]","{'hashtags': [{'text': 'GeneralElection2020', 'indices': [117, 137]}, {'text': 'srilankaelections2020', 'indices': [138, 160]}, {'text': 'Handunnetti', 'indices': [161, 173]}, {'text': 'Matara', 'indices': [174, 181]}, {'text': 'YouHadOneJob', 'indices': [182, 195]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,2776011206,2776011206,,,,,False,0,13,1,0,1.29136068944178E+018,1.29136068944178E+018,False,False,si,,,,,"{'id': 1291360689441783808, 'id_str': '1291360689441783808'}",,,,,0,
4,1.29974716883256E+018,Sat Aug 29 16:34:07 +0000 2020,1.29974716883256E+018,1.29974716883256E+018,මේවා මහ කාලකන්නි ජීවිත 😏,False,"[0, 24]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2925554527,2925554527,,,,,False,0,3,0,0,1.29974716883256E+018,1.29974716883256E+018,False,False,si,,,,,,,,,,0,
5,1.38348103203747E+018,Sat Apr 17 18:02:36 +0000 2021,1.38348103203747E+018,1.38348103203747E+018,@Neetwit @ApiWenuwen @ReflectMind කාලකන්නි,False,"[34, 42]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Neetwit', 'name': 'neetwit', 'id': 40320649, 'id_str': '40320649', 'indices': [0, 8]}, {'screen_name': 'ApiWenuwen', 'name': 'Truth First - Lanka', 'id': 3189787423, 'id_str': '3189787423', 'indices': [9, 20]}, {'screen_name': 'ReflectMind', 'name': 'Looking Glass', 'id': 1189499690, 'id_str': '1189499690', 'indices': [21, 33]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.38345567240305E+018,1.38345567240305E+018,40320649,40320649,Neetwit,7.61217807870665E+017,7.61217807870665E+017,,,,,False,0,2,0,0,1.38345567240305E+018,1.38345567240305E+018,False,False,si,,,,,,,,,,1,
6,1.26781934107392E+018,Tue Jun 02 14:04:20 +0000 2020,1.26781934107392E+018,1.26781934107392E+018,මේ රටේ අහින්සක සත්තු මරණ පාහර කාලකන්නි හැත්ත හොයල වෙඩි තියලම දාන්න ඕනේ..😞😣😣,False,"[0, 75]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.20863907461933E+018,1.20863907461933E+018,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,6,1,0,1.26781934107392E+018,1.26781934107392E+018,False,False,si,,,,,,,,,,1,
7,1.30553122437553E+018,Mon Sep 14 15:37:54 +0000 2020,1.30553122437553E+018,1.30553122437553E+018,@lahiruDar අනේ මන්ද මෙහෙමත් කාලකන්නි,False,"[11, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lahiruDar', 'name': 'The L theory', 'id': 2607440251, 'id_str': '2607440251', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3055301611656E+018,1.3055301611656E+018,2607440251,2607440251,lahiruDar,2599874101,2599874101,,,,,False,0,2,1,0,1.30549373076645E+018,1.30549373076645E+018,False,False,si,,,,,,,,,,0,
8,1.36744393937712E+018,Thu Mar 04 11:56:55 +0000 2021,1.36744393937712E+018,1.36744393937712E+018,"@__Banz අය්යෝ සල්ලි ,,, අන්න අම්ම කෙනෙක් ළමයි 3 එක්ක ලිදකට පැනල ..කන්න බොන්න දෙන්න බැරුව .. මුන් ආර්ථිකය බංකොලොත් රටේ සල්ලි නාස්තිකාර බොරු ෂෝ දානවා ... කාලකන්නි ..",False,"[8, 163]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '__Banz', 'name': 'බන්ස් | BΛNZ', 'id': 3268719913, 'id_str': '3268719913', 'indices': [0, 7]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.36732167844378E+018,1.36732167844378E+018,3268719913,3268719913,__Banz,1.19987123913889E+018,1.19987123913889E+018,,,,,False,2,1,2,0,1.36732167844378E+018,1.36732167844378E+018,False,False,si,,,,,,,,,,0,
9,1.35188916409507E+018,Wed Jan 20 13:47:48 +0000 2021,1.35188916409507E+018,1.35188916409507E+018,It's the ගොබ්බ නරියා for me 🤣,False,"[0, 29]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,335215049,335215049,,,,,True,0,3,1,0,1.35188916409507E+018,1.35188916409507E+018,False,False,und,,,,,"{'id': 1351889164095074306, 'id_str': '1351889164095074306'}",1.35186600602982E+018,1.35186600602982E+018,"{'url': 'https://t.co/ZlfkJGRNVG', 'expanded': 'https://twitter.com/PhuckYou_/status/1351866006029824000', 'display': 'twitter.com/PhuckYou_/stat…'}",,1,
