,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,possibly_sensitive,possibly_sensitive_editable,extended_entities,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,card
1189192459466625025,Tue Oct 29 14:49:11 +0000 2019,1189192459466625025,1189192459466625025,@kalpithabandara @daughterislife ඉතින් ඇයි බං ඕක ඒවෙලේ කිව්වෙ නැත්තෙ. ගෝඨා නැතුව වෙන එකෙක් ඡන්දෙ ඉල්ලුවනං අද ගෝඨගෙ නම වෙනුවට ඔතෙන්ට දාන්නෙ ඒ මනුස්සයගෙ නමනේ. දේශපාලන වහල් පොන්න වේස කැරි හුකන කතා කියන්නෙපා හුත්තිගෙ කොල්ලෝ හුකන්න බෝම්බ ගහපු වෙලේ එක පකයෙක් හා හූ නෑ අන්තිමට ඡන්දයක් ළංවුණාම ජංගිය අස්සෙ තියෙන ඇට 1/2,False,"[33, 310]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kalpithabandara', 'name': 'Kalpitha Dewasinghe', 'id': 391668972, 'id_str': '391668972', 'indices': [0, 16]}, {'screen_name': 'daughterislife', 'name': 'මාෂි 🎀🇱🇰', 'id': 2380919498, 'id_str': '2380919498', 'indices': [17, 32]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1890960742013338e+18,1189096074201333760,391668972.0,391668972,kalpithabandara,2991695292,2991695292,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,2,0,1189058032715493377,1189058032715493377,False,False,si,,,,,,,,,
836088301786435584,Mon Feb 27 05:39:19 +0000 2017,836088301786435584,836088301786435584,මට හුකන්න තෝ කවුද පකයෝ https://t.co/mZ5WHdMKzs,False,"[0, 46]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/mZ5WHdMKzs', 'expanded_url': 'http://youtu.be/sIiOjbRi6BU?a', 'display_url': 'youtu.be/sIiOjbRi6BU?a', 'indices': [23, 46]}]}","<a href=""https://www.google.com/"" rel=""nofollow"">Google</a>",,,,,,785706426005991425,785706426005991425,,,,,False,0,0,0,0,836088301786435584,836088301786435584,False,False,si,,False,True,,,,,,
1054009542709661706,Sun Oct 21 14:00:32 +0000 2018,1054009542709661706,1054009542709661706,@ZamanX90 ඉතින් වැරදි වැරදි කිය කිය ඉන්නෙ නැතුව කියන්න බලන්න හරි එක 😂,False,"[10, 69]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ZamanX90', 'name': 'Kangaroo Pouch Stan', 'id': 389385052, 'id_str': '389385052', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0539979614016594e+18,1053997961401659392,389385052.0,389385052,ZamanX90,4632654077,4632654077,,,,,False,0,0,1,0,1053899510274052096,1053899510274052096,False,False,si,,,,,,,,,
1010957333361393664,Sun Jun 24 18:46:25 +0000 2018,1010957333361393664,1010957333361393664,@Gimalka හුකන්න ඔනි,False,"[9, 19]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GImalka', 'name': 'K G Imalka Malsitha', 'id': 1244814823310766080, 'id_str': '1244814823310766080', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3800312352,3800312352,,,,,False,0,1,0,0,1010874639608770560,1010874639608770560,False,False,si,,,,,,,,,
1284390044099174401,Sat Jul 18 07:30:23 +0000 2020,1284390044099174401,1284390044099174401,@devinda_hemal ඔහ් තාත්තෙ හුකන්න😹,False,"[15, 33]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2840635305226772e+18,1284063530522677250,1.0673992874771292e+18,1067399287477129217,hemal_devinda,1217387594415296513,1217387594415296513,,,,,False,0,2,0,0,1284063530522677250,1284063530522677250,False,False,si,,,,,,,,,
1249308792145117185,Sun Apr 12 12:10:01 +0000 2020,1249308792145117185,1249308792145117185,හුකන්න. #TeamAanamalu,False,"[0, 21]","{'hashtags': [{'text': 'TeamAanamalu', 'indices': [8, 21]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2775054089,2775054089,,,,,False,0,0,0,0,1249308792145117185,1249308792145117185,False,False,si,,,,,,,,,
1291218836759252992,Thu Aug 06 03:45:35 +0000 2020,1291218836759252992,1291218836759252992,@Iam17777 @djharris32913 @DulithK මගෙ රිප්ලයි අස්සෙ තව එකසැරයක් අම්මට හුකන්න තියාගත්තොත් බ්ලොක් කරල දානව මේ වඳ පොන්නයව,False,"[34, 118]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'djharris32913', 'name': 'Djharris', 'id': 396507162, 'id_str': '396507162', 'indices': [10, 24]}, {'screen_name': 'DulithK', 'name': 'Dulith Kasun (DK)', 'id': 55178704, 'id_str': '55178704', 'indices': [25, 33]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,799677397,799677397,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,0,2,0,1291064959066165254,1291064959066165254,False,False,si,,,,,,,,,
1147398715273093120,Sat Jul 06 06:55:46 +0000 2019,1147398715273093120,1147398715273093120,@satans_feed @iamharshana1 සල්ලි දීල හුකන්නෙපා මල්ලි. ඒ සල්ලිවලිං යාලුවන්ට බොන්න අරං දීපං,False,"[27, 89]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'satans_feed', 'name': 'Satan🔱', 'id': 1120737878970118145, 'id_str': '1120737878970118145', 'indices': [0, 12]}, {'screen_name': 'iamharshana1', 'name': 'Harshana Kavshalya', 'id': 1072765984468021248, 'id_str': '1072765984468021248', 'indices': [13, 26]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1473690783963464e+18,1147369078396346368,1.1207378789701181e+18,1120737878970118145,satans_feed,799677397,799677397,,,,,False,0,1,2,0,1147279364712779776,1147279364712779776,False,False,si,,,,,,,,,
1252278846394716161,Mon Apr 20 16:51:57 +0000 2020,1252278846394716161,1252278846394716161,"@AzzeemAhamed ආ එල. එක හදල තියෙන්නේ පිස්සු හුකන්න
මෙන්න ඔරිගීනල් එක - https://t.co/10zk7fhP7l",False,"[14, 93]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AzzeemAhamed', 'name': 'A Z E E M', 'id': 3706081633, 'id_str': '3706081633', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/10zk7fhP7l', 'expanded_url': 'https://www.instagram.com/p/B_KE9urhtP5/', 'display_url': 'instagram.com/p/B_KE9urhtP5/', 'indices': [70, 93]}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2522784069574083e+18,1252278406957408257,3706081633.0,3706081633,AzzeemAhamed,546195353,546195353,,,,,False,0,0,1,0,1252275583230369792,1252275583230369792,False,False,si,,False,True,,,,,,
1235247096044949504,Wed Mar 04 16:53:52 +0000 2020,1235247096044949504,1235247096044949504,"හාරත  කපිතාන්ගේ ගැම්ම කොහොමද ඈ? 
මෙතන නම් කැපෑසිටි සුට්ටක් තියෙනවා වගේ, දනිස් අමාරුවනම් තාම සැරට තියෙනවා  බකල් ගැසීමෙන් ඒක ඔප්පු වෙනවා.
@sajithpremadasa https://t.co/pHB3FrDfIW",False,"[0, 152]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'sajithpremadasa', 'name': 'Sajith Premadasa', 'id': 106014897, 'id_str': '106014897', 'indices': [136, 152]}], 'urls': [], 'media': [{'id': 1235247078873403395, 'id_str': '1235247078873403395', 'indices': [153, 176], 'media_url': 'http://pbs.twimg.com/media/ESR6rHIWkAM6AoU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ESR6rHIWkAM6AoU.jpg', 'url': 'https://t.co/pHB3FrDfIW', 'display_url': 'pic.twitter.com/pHB3FrDfIW', 'expanded_url': 'https://twitter.com/Wasanth53468261/status/1235247096044949504/photo/1', 'type': 'photo', 'original_info': {'width': 704, 'height': 411, 'focus_rects': [{'x': 0, 'y': 0, 'h': 394, 'w': 704}, {'x': 93, 'y': 0, 'h': 411, 'w': 411}, {'x': 118, 'y': 0, 'h': 411, 'w': 361}, {'x': 195, 'y': 0, 'h': 411, 'w': 206}, {'x': 0, 'y': 0, 'h': 411, 'w': 704}]}, 'sizes': {'medium': {'w': 704, 'h': 411, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 704, 'h': 411, 'resize': 'fit'}, 'small': {'w': 680, 'h': 397, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'large': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'orig': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'small': {'faces': [{'x': 268, 'y': 80, 'h': 51, 'w': 51}, {'x': 544, 'y': 85, 'h': 56, 'w': 56}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1168509537831325696,1168509537831325696,,,,,False,2,18,2,1,1235247096044949504,1235247096044949504,False,False,si,,False,True,"{'media': [{'id': 1235247078873403395, 'id_str': '1235247078873403395', 'indices': [153, 176], 'media_url': 'http://pbs.twimg.com/media/ESR6rHIWkAM6AoU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ESR6rHIWkAM6AoU.jpg', 'url': 'https://t.co/pHB3FrDfIW', 'display_url': 'pic.twitter.com/pHB3FrDfIW', 'expanded_url': 'https://twitter.com/Wasanth53468261/status/1235247096044949504/photo/1', 'type': 'photo', 'original_info': {'width': 704, 'height': 411, 'focus_rects': [{'x': 0, 'y': 0, 'h': 394, 'w': 704}, {'x': 93, 'y': 0, 'h': 411, 'w': 411}, {'x': 118, 'y': 0, 'h': 411, 'w': 361}, {'x': 195, 'y': 0, 'h': 411, 'w': 206}, {'x': 0, 'y': 0, 'h': 411, 'w': 704}]}, 'sizes': {'medium': {'w': 704, 'h': 411, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 704, 'h': 411, 'resize': 'fit'}, 'small': {'w': 680, 'h': 397, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'large': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'orig': {'faces': [{'x': 278, 'y': 83, 'h': 53, 'w': 53}, {'x': 564, 'y': 89, 'h': 58, 'w': 58}]}, 'small': {'faces': [{'x': 268, 'y': 80, 'h': 51, 'w': 51}, {'x': 544, 'y': 85, 'h': 56, 'w': 56}]}}, 'media_key': '3_1235247078873403395', 'ext_media_color': {'palette': [{'rgb': {'red': 204, 'green': 216, 'blue': 224}, 'percentage': 43.73}, {'rgb': {'red': 162, 'green': 180, 'blue': 93}, 'percentage': 15.29}, {'rgb': {'red': 47, 'green': 50, 'blue': 57}, 'percentage': 15.01}, {'rgb': {'red': 102, 'green': 90, 'blue': 66}, 'percentage': 7.5}, {'rgb': {'red': 174, 'green': 143, 'blue': 115}, 'percentage': 3.65}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,,,
1023920238608363523,Mon Jul 30 13:16:23 +0000 2018,1023920238608363523,1023920238608363523,@PalaEpa මේ හුකන්න මොකාද.,False,"[9, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PalaEpa', 'name': 'පලිබෝධනාශකයා', 'id': 981542453852348416, 'id_str': '981542453852348416', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0239187910661161e+18,1023918791066116097,9.815424538523484e+17,981542453852348416,PalaEpa,233860469,233860469,,,,,False,0,0,0,0,1023232721907118080,1023232721907118080,False,False,si,,,,,,,,,
1121767645651410946,Fri Apr 26 13:27:02 +0000 2019,1121767645651410946,1121767645651410946,සිරගත කළ බුද්ධි නිලධාරීන්ට සමාව දෙන යෝජනාවට මංගල විරුද්ධ වෙයි https://t.co/4mrSGSlPAk,False,"[0, 85]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4mrSGSlPAk', 'expanded_url': 'http://dlvr.it/R3YfxS', 'display_url': 'dlvr.it/R3YfxS', 'indices': [62, 85]}]}","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,366526379,366526379,,,,,False,10,30,11,6,1121767645651410946,1121767645651410946,False,False,si,,False,True,,,,,,"{'name': 'summary', 'url': 'https://t.co/4mrSGSlPAk', 'card_type_url': 'http://card-type-url-is-deprecated.invalid', 'binding_values': {'vanity_url': {'type': 'STRING', 'string_value': 'lankadeepa.lk', 'scribe_key': 'vanity_url'}, 'domain': {'type': 'STRING', 'string_value': 'www.lankadeepa.lk'}, 'title': {'type': 'STRING', 'string_value': 'සිරගත කළ බුද්ධි නිලධාරීන්ට සමාව දෙන යෝජනාවට මංගල විරුද්ධ වෙයි'}, 'description': {'type': 'STRING', 'string_value': 'සිරගතවී සිටින බුද්ධි අංශ නිලධාරීන්ට පොදු සමාවක් ලබාදීමට කර ඇති යෝජනාවට තමා විරෝධය දක්වන බව මුදල් අමාත්\u200dය මංගල සමරවීර මහතා කොළඹ එම අමාත්\u200dයාංශයේ අද (26) ප ..'}, 'thumbnail_image_small': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1364940636411994115/PW2rvDgM?format=jpg&name=100x100_2', 'width': 100, 'height': 100, 'alt': None}}, 'thumbnail_image': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1364940636411994115/PW2rvDgM?format=jpg&name=144x144_2', 'width': 144, 'height': 144, 'alt': None}}, 'thumbnail_image_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1364940636411994115/PW2rvDgM?format=jpg&name=280x280_2', 'width': 225, 'height': 225, 'alt': None}}, 'thumbnail_image_x_large': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1364940636411994115/PW2rvDgM?format=png&name=2048x2048_2_exp', 'width': 300, 'height': 225, 'alt': None}}, 'thumbnail_image_color': {'type': 'IMAGE_COLOR', 'image_color_value': {'palette': [{'percentage': 48.25, 'rgb': {'red': 165, 'green': 55, 'blue': 22}}, {'percentage': 21.33, 'rgb': {'red': 44, 'green': 43, 'blue': 40}}, {'percentage': 13.18, 'rgb': {'red': 243, 'green': 221, 'blue': 208}}, {'percentage': 6.98, 'rgb': {'red': 119, 'green': 69, 'blue': 48}}, {'percentage': 2.6, 'rgb': {'red': 205, 'green': 150, 'blue': 107}}]}}, 'thumbnail_image_original': {'type': 'IMAGE', 'image_value': {'url': 'https://pbs.twimg.com/card_img/1364940636411994115/PW2rvDgM?format=jpg&name=orig', 'width': 300, 'height': 225, 'alt': None}}, 'card_url': {'type': 'STRING', 'string_value': 'https://t.co/4mrSGSlPAk', 'scribe_key': 'card_url'}}, 'card_platform': {'platform': {'device': {'name': 'Swift', 'version': '12'}, 'audience': {'name': 'production', 'bucket': None}}}}"
824330418686140416,Wed Jan 25 18:57:41 +0000 2017,824330418686140416,824330418686140416,ට හුකන්න ඔලිම්පික් ෂුක්‍රානුවට විකට් දෙන්න එපා යකෝ,False,"[0, 50]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,586286995,586286995,,,,,False,0,0,0,0,824330418686140416,824330418686140416,False,False,si,,,,,,,,,
1136480320935616512,Thu Jun 06 03:49:57 +0000 2019,1136480320935616512,1136480320935616512,@niyo_mike ඒ මනුස්සයො⁣ දෙන්න දුවෙක් වගේ බලාගන්න හිතාගෙන ඉන්න කෙල්ලට හුකන්න තමයි තොගෙ කල්පනාව නේද ???? වනචරයා !!!,False,"[11, 112]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'niyo_mike', 'name': 'Niyomal Galkotuwa', 'id': 611605067, 'id_str': '611605067', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1364178164358758e+18,1136417816435875842,611605067.0,611605067,niyo_mike,799677397,799677397,,,,,False,0,5,3,0,1136417816435875842,1136417816435875842,False,False,si,,,,,,,,,
1195998286227922944,Sun Nov 17 09:33:06 +0000 2019,1195998286227922944,1195998286227922944,@MangalaLK උබෙ අම්මට හුකන්න වෙස බල්ලෝ දැන්ද තොට ඕවා මතක් වෙන්නේ අප්පට හුකා ගන්නේ නැතුව පල මකබෑවිලා මේ සිංහල රටෙන්,False,"[11, 113]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MangalaLK', 'name': 'Mangala Samaraweera', 'id': 3032260688, 'id_str': '3032260688', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1959363625636823e+18,1195936362563682304,3032260688.0,3032260688,MangalaLK,1127607138463961088,1127607138463961088,,,,,False,0,1,0,0,1195936362563682304,1195936362563682304,False,False,si,,,,,,,,,
1135486846937550859,Mon Jun 03 10:02:15 +0000 2019,1135486846937550859,1135486846937550859,"@MangalaLK @Pontifex @VaticanNews ගොන් පොන්න පකය , තොට තම්බින්ගෙන් හැම අව්රුද්දටම මිලියන 65 හම්බ වෙනවා තම්බින්ට කඩේ යනවට  , වද හුකන්න චුත වෙලා තොපි පලයව් , තොපිට ගහන දවස හුගක් දුර නැ",False,"[34, 182]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MangalaLK', 'name': 'Mangala Samaraweera', 'id': 3032260688, 'id_str': '3032260688', 'indices': [0, 10]}, {'screen_name': 'Pontifex', 'name': 'Pope Francis', 'id': 500704345, 'id_str': '500704345', 'indices': [11, 20]}, {'screen_name': 'VaticanNews', 'name': 'Vatican News', 'id': 121482708, 'id_str': '121482708', 'indices': [21, 33]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.1354439261129646e+18,1135443926112964608,3032260688.0,3032260688,MangalaLK,2653099073,2653099073,,,,,False,0,0,0,0,1135443926112964608,1135443926112964608,False,False,si,,,,,,,,,
1121809802366033920,Fri Apr 26 16:14:33 +0000 2019,1121809802366033920,1121809802366033920,මුස්ලිම් කෙල්ලෙක් වත් හොයා ගන්න ඕනි බන් බැද ගන්න 😌,False,"[0, 50]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3773388739,3773388739,,,,,False,0,14,1,1,1121809802366033920,1121809802366033920,False,False,si,,,,,,,,,
1150574786025644032,Mon Jul 15 01:16:20 +0000 2019,1150574786025644032,1150574786025644032,@mawbimaonline ඒ 8 දෙනාවම දාල තමුසගේ අම්මටයි ගනිටය් ඉස්සරහටත් පස්සටත් හුකන්න ඕනේ. ආයිත් රට ගිනි තියනවට. අර්ජුන් මහේන්ද්‍රන් කියන පකයව හෝරාව බේරගන්න නේද මේ වැයම,False,"[15, 159]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mawbimaonline', 'name': 'Mawbima', 'id': 3022042728, 'id_str': '3022042728', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1503474427281613e+18,1150347442728161280,3022042728.0,3022042728,mawbimaonline,1136235177766555648,1136235177766555648,,,,,False,0,1,0,0,1150347442728161280,1150347442728161280,False,False,si,,,,,,,,,
1205716191844528128,Sat Dec 14 05:08:35 +0000 2019,1205716191844528128,1205716191844528128,@rathgamaya සෙනික හොද වෙන්න නම් සනික්ව තමයි චැනල් කරන්න ඕනේ,False,"[12, 59]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rathgamaya', 'name': 'රත්තා 🌸', 'id': 246224922, 'id_str': '246224922', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2057082645681684e+18,1205708264568168448,246224922.0,246224922,rathgamaya,158389439,158389439,,,,,False,0,1,1,0,1205708264568168448,1205708264568168448,False,False,si,,,,,,,,,
1248862273143099397,Sat Apr 11 06:35:43 +0000 2020,1248862273143099397,1248862273143099397,"@vishiru @lokuscene_ @explosiveskull_ @TheNati81067450 උබලත් කතා කරන්නේ ඒකි එක්ක තියන යාලු ෆිට් එකට මිසක් හරි වැරැද්දට නෙවෙයි, යකෝ හාමුදුරැවො හුකන්න ඉල්ලලා නැ ඒකිගෙන්. ඔච්දර ss දාගෙන නහින්න.",False,"[55, 190]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'vishiru', 'name': 'V I S H W A 🇱🇰', 'id': 186032870, 'id_str': '186032870', 'indices': [0, 8]}, {'screen_name': 'explosiveskull_', 'name': '• S A C H I •', 'id': 1039555383918964736, 'id_str': '1039555383918964736', 'indices': [21, 37]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2488620020274504e+18,1248862002027450369,1.1630263734657925e+18,1163026373465792512,I_am_Chathu,1163026373465792512,1163026373465792512,,,,,False,0,0,0,0,1247933736672526345,1247933736672526345,False,False,si,,,,,,,,,
1246765249996324864,Sun Apr 05 11:42:54 +0000 2020,1246765249996324864,1246765249996324864,@maalupaan වෙනම හුකන්න බෑ එහෙම,False,"[11, 30]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2466941941581988e+18,1246694194158198784,4632654077.0,4632654077,maalupaan,1742620412,1742620412,,,,,False,0,0,0,0,1246535852525789190,1246535852525789190,False,False,si,,,,,,,,,
1146785447923728390,Thu Jul 04 14:18:51 +0000 2019,1146785447923728390,1146785447923728390,@Annnuza අවුරුදු.13 කෙල්ලක් බැදලා පස්සෙ ඩිවෝස් කරලලු..ඇයි ඒ හේතුව ඇහුවාම හරියට හුකන්න ( Sex)  බැරිලු ඒකිට..,False,"[9, 107]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Annnuza', 'name': 'Anusha Chathuranga', 'id': 284416901, 'id_str': '284416901', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1467845901046292e+18,1146784590104629248,284416901.0,284416901,Annnuza,3089536357,3089536357,,,,,False,0,1,1,0,1146784590104629248,1146784590104629248,False,False,si,,,,,,,,,
