,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,possibly_sensitive,possibly_sensitive_editable,card,lang,supplemental_language,quoted_status_id,quoted_status_id_str,quoted_status_permalink,extended_entities,self_thread
1388350834203791365,Sat May 01 04:33:27 +0000 2021,1388350834203791365,1388350834203791365,@25ShadesOfBrown ඇති නේද 😂,False,"[17, 26]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '25ShadesOfBrown', 'name': 'chichiᥫ᭡🇨🇦', 'id': 480050024, 'id_str': '480050024', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3883484252137103e+18,1388348425213710336,480050024.0,480050024,25ShadesOfBrown,623929922,623929922,,,,,False,0,1,1,0,1388345872132370432,1388345872132370432,False,False,,,,si,,,,,,
1388186439607750657,Fri Apr 30 17:40:13 +0000 2021,1388186439607750657,1388186439607750657,@Pushpe_ වාහනේ මොකද්ද යාලුවා?,False,"[9, 29]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Pushpe_', 'name': 'Pushpe', 'id': 1334831674933137411, 'id_str': '1334831674933137411', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3880703283839386e+18,1388070328383938560,1.3348316749331374e+18,1334831674933137411,Pushpe_,2925554527,2925554527,,,,,False,0,1,1,0,1388070328383938560,1388070328383938560,False,False,,,,si,,,,,,
1389462517835915264,Tue May 04 06:10:53 +0000 2021,1389462517835915264,1389462517835915264,@lahirunirmala @NightWingzzz @AmIsoSweet පටන් ගන්න ලයිය කෙලවරක ඉඳං 😂,False,"[41, 68]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lahirunirmala', 'name': 'Hiru', 'id': 33105446, 'id_str': '33105446', 'indices': [0, 14]}, {'screen_name': 'NightWingzzz', 'name': 'Nightwing®🇱🇰', 'id': 2369956382, 'id_str': '2369956382', 'indices': [15, 28]}, {'screen_name': 'AmIsoSweet', 'name': 'Dinal', 'id': 429624563, 'id_str': '429624563', 'indices': [29, 40]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3894602316718694e+18,1389460231671869440,33105446.0,33105446,lahirunirmala,623929922,623929922,,,,,False,0,0,1,0,1389451398853455872,1389451398853455872,False,False,,,,si,,,,,,
1389079255212908544,Mon May 03 04:47:56 +0000 2021,1389079255212908544,1389079255212908544,revision class escape was my fav,False,"[0, 32]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,623929922,623929922,,,,,True,0,1,0,0,1389079255212908544,1389079255212908544,False,False,,,,en,,1.3890461060473692e+18,1389046106047369216,"{'url': 'https://t.co/0haHaFONP6', 'expanded': 'https://twitter.com/25shadesofbrown/status/1389046106047369216', 'display': 'twitter.com/25shadesofbrow…'}",,
1387772929086218241,Thu Apr 29 14:17:04 +0000 2021,1387772929086218241,1387772929086218241,@dil_jayarathne බෙල්ල තියමු දංගෙඩියට,False,"[16, 36]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'dil_jayarathne', 'name': '⚰️ø¤☠️۩👹️ඇට කටුස්👹️۩☠️ø¤⚰️', 'id': 1058556126566875137, 'id_str': '1058556126566875137', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3877727761997292e+18,1387772776199729166,1.0585561265668751e+18,1058556126566875137,dil_jayarathne,623929922,623929922,,,,,False,0,0,1,0,1387772528400162826,1387772528400162826,False,False,,,,si,,,,,,
1389480184860999682,Tue May 04 07:21:06 +0000 2021,1389480184860999682,1389480184860999682,@rusiya_ 🥲 oya cerial cillar cenecda bocca?,False,"[9, 43]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rusiya_', 'name': 'රුසියා 🇱🇰', 'id': 407621077, 'id_str': '407621077', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3894776537958072e+18,1389477653795807234,407621077.0,407621077,rusiya_,623929922,623929922,,,,,False,0,1,1,0,1389470278787371010,1389470278787371010,False,False,,,,es,,,,,,
1387824165026029570,Thu Apr 29 17:40:40 +0000 2021,1387824165026029570,1387824165026029570,මගේ යාලුවා https://t.co/M88MmcQ5S3,False,"[0, 10]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1387824146768297985, 'id_str': '1387824146768297985', 'indices': [11, 34], 'media_url': 'http://pbs.twimg.com/media/E0KKtV7VgAEcjJ-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0KKtV7VgAEcjJ-.jpg', 'url': 'https://t.co/M88MmcQ5S3', 'display_url': 'pic.twitter.com/M88MmcQ5S3', 'expanded_url': 'https://twitter.com/Maheer_abhishek/status/1387824165026029570/photo/1', 'type': 'photo', 'original_info': {'width': 640, 'height': 800, 'focus_rects': [{'x': 0, 'y': 442, 'h': 358, 'w': 640}, {'x': 0, 'y': 160, 'h': 640, 'w': 640}, {'x': 0, 'y': 70, 'h': 730, 'w': 640}, {'x': 240, 'y': 0, 'h': 800, 'w': 400}, {'x': 0, 'y': 0, 'h': 800, 'w': 640}]}, 'sizes': {'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 640, 'h': 800, 'resize': 'fit'}, 'large': {'w': 640, 'h': 800, 'resize': 'fit'}}, 'features': {'small': {'faces': []}, 'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1345188954925010944,1345188954925010944,,,,,False,0,4,0,0,1387824165026029570,1387824165026029570,False,False,False,True,,si,,,,,"{'media': [{'id': 1387824146768297985, 'id_str': '1387824146768297985', 'indices': [11, 34], 'media_url': 'http://pbs.twimg.com/media/E0KKtV7VgAEcjJ-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0KKtV7VgAEcjJ-.jpg', 'url': 'https://t.co/M88MmcQ5S3', 'display_url': 'pic.twitter.com/M88MmcQ5S3', 'expanded_url': 'https://twitter.com/Maheer_abhishek/status/1387824165026029570/photo/1', 'type': 'photo', 'original_info': {'width': 640, 'height': 800, 'focus_rects': [{'x': 0, 'y': 442, 'h': 358, 'w': 640}, {'x': 0, 'y': 160, 'h': 640, 'w': 640}, {'x': 0, 'y': 70, 'h': 730, 'w': 640}, {'x': 240, 'y': 0, 'h': 800, 'w': 400}, {'x': 0, 'y': 0, 'h': 800, 'w': 640}]}, 'sizes': {'small': {'w': 544, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 640, 'h': 800, 'resize': 'fit'}, 'large': {'w': 640, 'h': 800, 'resize': 'fit'}}, 'features': {'small': {'faces': []}, 'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}}, 'media_key': '3_1387824146768297985', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 223, 'green': 237, 'blue': 205}, 'percentage': 48.12}, {'rgb': {'red': 218, 'green': 170, 'blue': 27}, 'percentage': 26.91}, {'rgb': {'red': 4, 'green': 13, 'blue': 51}, 'percentage': 14.51}, {'rgb': {'red': 0, 'green': 0, 'blue': 67}, 'percentage': 4.07}, {'rgb': {'red': 52, 'green': 69, 'blue': 82}, 'percentage': 1.75}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",
1388346797509136385,Sat May 01 04:17:25 +0000 2021,1388346797509136385,1388346797509136385,@NightWingzzz @Thish_D @25ShadesOfBrown මොකද කියන්නෙ වෙඩිම කරලා damuthee,False,"[40, 72]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'NightWingzzz', 'name': 'Nightwing®🇱🇰', 'id': 2369956382, 'id_str': '2369956382', 'indices': [0, 13]}, {'screen_name': 'Thish_D', 'name': 'පරාර්තකාමී කරුණාවන්ත යාලුවා', 'id': 623929922, 'id_str': '623929922', 'indices': [14, 22]}, {'screen_name': '25ShadesOfBrown', 'name': 'chichiᥫ᭡🇨🇦', 'id': 480050024, 'id_str': '480050024', 'indices': [23, 39]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3883463304104714e+18,1388346330410471429,2369956382.0,2369956382,NightWingzzz,4632654077,4632654077,,,,,False,0,0,2,0,1388344440360628225,1388344440360628225,False,False,,,,si,,,,,,
1389171531553468417,Mon May 03 10:54:37 +0000 2021,1389171531553468417,1389171531553468417,@ExcuzeMiii හනිෆාආආආආ https://t.co/lEHANHDTB8,False,"[0, 21]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ExcuzeMiii', 'name': 'Hamza Haniffa', 'id': 4867064842, 'id_str': '4867064842', 'indices': [0, 11]}], 'urls': [], 'media': [{'id': 1389171521281613826, 'id_str': '1389171521281613826', 'indices': [22, 45], 'media_url': 'http://pbs.twimg.com/media/E0dUI3IUYAIRYi1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0dUI3IUYAIRYi1.jpg', 'url': 'https://t.co/lEHANHDTB8', 'display_url': 'pic.twitter.com/lEHANHDTB8', 'expanded_url': 'https://twitter.com/stranshad/status/1389171531553468417/photo/1', 'type': 'photo', 'original_info': {'width': 2048, 'height': 1364, 'focus_rects': [{'x': 0, 'y': 0, 'h': 1147, 'w': 2048}, {'x': 290, 'y': 0, 'h': 1364, 'w': 1364}, {'x': 374, 'y': 0, 'h': 1364, 'w': 1196}, {'x': 631, 'y': 0, 'h': 1364, 'w': 682}, {'x': 0, 'y': 0, 'h': 1364, 'w': 2048}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 547, 'y': 87, 'h': 84, 'w': 84}]}, 'orig': {'faces': [{'x': 934, 'y': 150, 'h': 144, 'w': 144}]}, 'small': {'faces': [{'x': 310, 'y': 49, 'h': 47, 'w': 47}]}, 'large': {'faces': [{'x': 934, 'y': 150, 'h': 144, 'w': 144}]}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,4867064842.0,4867064842,ExcuzeMiii,401184754,401184754,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,3,53,9,13,1389171531553468417,1389171531553468417,False,False,True,True,,si,,,,,"{'media': [{'id': 1389171521281613826, 'id_str': '1389171521281613826', 'indices': [22, 45], 'media_url': 'http://pbs.twimg.com/media/E0dUI3IUYAIRYi1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0dUI3IUYAIRYi1.jpg', 'url': 'https://t.co/lEHANHDTB8', 'display_url': 'pic.twitter.com/lEHANHDTB8', 'expanded_url': 'https://twitter.com/stranshad/status/1389171531553468417/photo/1', 'type': 'photo', 'original_info': {'width': 2048, 'height': 1364, 'focus_rects': [{'x': 0, 'y': 0, 'h': 1147, 'w': 2048}, {'x': 290, 'y': 0, 'h': 1364, 'w': 1364}, {'x': 374, 'y': 0, 'h': 1364, 'w': 1196}, {'x': 631, 'y': 0, 'h': 1364, 'w': 682}, {'x': 0, 'y': 0, 'h': 1364, 'w': 2048}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 799, 'resize': 'fit'}, 'small': {'w': 680, 'h': 453, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1364, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 547, 'y': 87, 'h': 84, 'w': 84}]}, 'orig': {'faces': [{'x': 934, 'y': 150, 'h': 144, 'w': 144}]}, 'small': {'faces': [{'x': 310, 'y': 49, 'h': 47, 'w': 47}]}, 'large': {'faces': [{'x': 934, 'y': 150, 'h': 144, 'w': 144}]}}, 'media_key': '3_1389171521281613826', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 113, 'green': 101, 'blue': 80}, 'percentage': 45.79}, {'rgb': {'red': 150, 'green': 136, 'blue': 74}, 'percentage': 22.38}, {'rgb': {'red': 188, 'green': 165, 'blue': 149}, 'percentage': 9.45}, {'rgb': {'red': 194, 'green': 64, 'blue': 94}, 'percentage': 2.98}, {'rgb': {'red': 63, 'green': 50, 'blue': 46}, 'percentage': 2.63}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",
1389310369122820102,Mon May 03 20:06:18 +0000 2021,1389310369122820102,1389310369122820102,"Damn bro @lllochana ❤️  murdering the guitar 
https://t.co/vDt1MGwOM5",False,"[0, 69]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'lllochana', 'name': 'P A H A N', 'id': 1205386025746358274, 'id_str': '1205386025746358274', 'indices': [9, 19]}], 'urls': [{'url': 'https://t.co/vDt1MGwOM5', 'expanded_url': 'https://twitter.com/i/spaces/1lDGLprvkqaGm', 'display_url': 'twitter.com/i/spaces/1lDGL…', 'indices': [46, 69]}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,623929922,623929922,,,,,False,0,3,0,1,1389310369122820102,1389310369122820102,False,False,False,True,,en,,,,,,
1389542134689280010,Tue May 04 11:27:16 +0000 2021,1389542134689280010,1389542134689280010,Ex දැන් මොනවා කරනවා ඇද්ද..🥴,False,"[0, 27]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1177011554069483522,1177011554069483522,,,,,False,0,12,3,0,1389542134689280010,1389542134689280010,False,False,,,,si,,,,,,
1389923485061763079,Wed May 05 12:42:37 +0000 2021,1389923485061763079,1389923485061763079,Fuck you. And watch me.,False,"[0, 23]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,623929922,623929922,,,,,False,0,1,0,0,1389923485061763079,1389923485061763079,False,False,,,,en,,,,,,
1389907695218667520,Wed May 05 11:39:52 +0000 2021,1389907695218667520,1389907695218667520,"@MaheshNegombo මගේ යාලුවෙක් 24 වෙනිදා ලංකාවට ආව. ඒ අයියත් ඩුබායි ඉදං එමිරේට්ස් ෆලයිට් එකේම ආවලු. එයාර්පෝර්ට් එකේදි එයා තමන්ගේ වාහනේ නැගලා යද්දි මගේ යාලුවා බස් එකේ නැගලා කොරන්ටයින් වෙන්න හෝටලේට ආවා කියලා යාලුවා මා එක්ක කිව්වා 

මේක දැක්කම ඒ කතාව මතක් උනා..",False,"[15, 255]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MaheshNegombo', 'name': 'Mahesh (මයියා)', 'id': 189878124, 'id_str': '189878124', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.389824789104132e+18,1389824789104132099,189878124.0,189878124,MaheshNegombo,1072765984468021248,1072765984468021248,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,0,0,1389824789104132099,1389824789104132099,False,False,,,,si,,,,,,
1389867629486084098,Wed May 05 09:00:40 +0000 2021,1389867629486084098,1389867629486084098,@25ShadesOfBrown Darshana malli 😌,False,"[17, 33]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '25ShadesOfBrown', 'name': 'chichiᥫ᭡🇨🇦', 'id': 480050024, 'id_str': '480050024', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.38974133844745e+18,1389741338447450115,480050024.0,480050024,25ShadesOfBrown,623929922,623929922,,,,,False,0,0,0,0,1389741338447450115,1389741338447450115,False,False,,,,hi,,,,,,
1389205514576269312,Mon May 03 13:09:39 +0000 2021,1389205514576269312,1389205514576269312,@ExcuzeMiii ආදරෙයී 😌❤️,False,"[12, 22]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ExcuzeMiii', 'name': 'Hamza Haniffa', 'id': 4867064842, 'id_str': '4867064842', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3891733918154383e+18,1389173391815438336,4867064842.0,4867064842,ExcuzeMiii,623929922,623929922,,,,,False,0,0,0,0,1389172338818572292,1389172338818572292,False,False,,,,si,,,,,,
1388950513622810625,Sun May 02 20:16:22 +0000 2021,1388950513622810625,1388950513622810625,"සිත නුඹ හා හැමදා රැඳුනා
ආදරෙන්",False,"[0, 30]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,623929922,623929922,,,,,False,1,5,0,0,1388950513622810625,1388950513622810625,False,False,,,,si,,,,,,
1387697413708726275,Thu Apr 29 09:17:00 +0000 2021,1387697413708726275,1387697413708726275,"ඔයා මගේ කියලා කෙනෙක් තෝරගත්තා දා ඉදන්, ඔයාගෙ හොදම යාලුවා වෙන්න පුලුවන් නැත්නම් ඉතිං වෙනින් කෙනෙක් හරි 😌😂, මේ කව්රු උනත් ඔයාට ඔයාගේම නොවෙනවා නම් ඒ සම්බන්කම් වලදි ඔයා අනික් කෙනා ගැන වැඩිය හිතන්න...හොයන්න බලන්න යන්න එපා 😴 මොකද ඔයාට ඒ කෙනාම දවසක ලස්සනට රිදෙන්න වැඩ කරනවා 😏.",False,"[0, 269]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1274882685836521473,1274882685836521473,,,,,True,0,1,0,0,1387697413708726275,1387697413708726275,False,False,,,,si,,1.3852091102289674e+18,1385209110228967426,"{'url': 'https://t.co/kaQemqBO3n', 'expanded': 'https://twitter.com/Diliyaa_/status/1385209110228967426', 'display': 'twitter.com/Diliyaa_/statu…'}",,
1388345728515248130,Sat May 01 04:13:10 +0000 2021,1388345728515248130,1388345728515248130,@25ShadesOfBrown @NightWingzzz ඔයා බූරුවෙක් මං මකරෙක්. අපේ සම්බන්දෙට ගෙවල් වලින් උනත් කැමති වෙන එකක් නෑ 🥲,False,"[31, 105]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '25ShadesOfBrown', 'name': 'chichiᥫ᭡🇨🇦', 'id': 480050024, 'id_str': '480050024', 'indices': [0, 16]}, {'screen_name': 'NightWingzzz', 'name': 'Nightwing®🇱🇰', 'id': 2369956382, 'id_str': '2369956382', 'indices': [17, 30]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.388345461359194e+18,1388345461359194112,480050024.0,480050024,25ShadesOfBrown,623929922,623929922,,,,,False,0,0,1,0,1388344440360628225,1388344440360628225,False,False,,,,si,,,,,,
1389922233305370631,Wed May 05 12:37:38 +0000 2021,1389922233305370631,1389922233305370631,"whenever i got my shit back together, something worse is there to knock me down 🙂 life is but a dream",False,"[0, 101]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,623929922,623929922,,,,,False,0,8,5,0,1389922233305370631,1389922233305370631,False,False,,,,en,,,,,,
1388919137875812352,Sun May 02 18:11:41 +0000 2021,1388919137875812352,1388919137875812352,i need another addition to get over it,False,"[0, 38]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,623929922,623929922,,,,,False,0,2,0,0,1388919137875812352,1388919137875812352,False,False,,,,en,,,,,,
1387674677544308736,Thu Apr 29 07:46:39 +0000 2021,1387674677544308736,1387674677544308736,@Sudumameduvada මටත් දුකයි බ්‍රෝ. එ්ත් හිත හදන් ඉන්නෙ. 😌,False,"[16, 56]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Sudumameduvada', 'name': 'සුදු මාමේ දුව දෙනවද', 'id': 3759972254, 'id_str': '3759972254', 'indices': [0, 15]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.3876740640350863e+18,1387674064035086338,3759972254.0,3759972254,Sudumameduvada,911206472956223488,911206472956223488,,,,,False,0,1,1,0,1384902839575748609,1384902839575748609,False,False,,,,si,,,,,,
1388915523316899841,Sun May 02 17:57:20 +0000 2021,1388915523316899841,1388915523316899841,@maalupaan පකයා,False,"[11, 15]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3888585575467295e+18,1388858557546729474,4632654077.0,4632654077,maalupaan,623929922,623929922,,,,,False,0,0,0,0,1388858557546729474,1388858557546729474,False,False,,,,si,,,,,,
1387787133063098370,Thu Apr 29 15:13:31 +0000 2021,1387787133063098370,1387787133063098370,අඩෝ මං කියනවට අර බල්ලගෙ අකවුන්ට් එකට ගිහින් උගෙ media බලපන්කෝ 😂 පව් හුත්තො අහින්සක කොල්ලො කෙල්ලො හින්ද බලු වෙන හැටි,False,"[0, 115]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,623929922,623929922,,,,,False,0,14,1,0,1387787133063098370,1387787133063098370,False,False,,,,si,,,,,,
1389923076041625603,Wed May 05 12:40:59 +0000 2021,1389923076041625603,1389923076041625603,"Don't forgive for their mistakes 

Forgive for your own sake.",False,"[0, 61]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,623929922,623929922,,,,,False,0,4,0,0,1389923076041625603,1389923076041625603,False,False,,,,en,,,,,,
1388482155903275009,Sat May 01 13:15:17 +0000 2021,1388482155903275009,1388482155903275009,"ඇහුවොත් ෆ්‍රෙන්ඩ් ෆොරෙවර්

එත් නැති තැන එක එකාගේ රෙදි ගලවනවා.
                    🤭😂💔😐",False,"[0, 86]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1047883576367149057,1047883576367149057,,,,,False,0,35,0,1,1388482155903275009,1388482155903275009,False,False,,,,si,,,,,,
1389172338818572292,Mon May 03 10:57:49 +0000 2021,1389172338818572292,1389172338818572292,මෙනෙ ජිසෙ අභි අභි දේකායේ,False,"[0, 24]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,623929922,623929922,,,,,True,1,10,3,0,1389172338818572292,1389172338818572292,False,False,,,,si,,1.3891715315534684e+18,1389171531553468417,"{'url': 'https://t.co/0CEbWjo8gk', 'expanded': 'https://twitter.com/stranshad/status/1389171531553468417', 'display': 'twitter.com/stranshad/stat…'}",,
1389046106047369216,Mon May 03 02:36:13 +0000 2021,1389046106047369216,1389046106047369216,"i once put garlic under my armpits to get a fever so i didn’t have to go to school. 😂

what did you do to stay home?",False,"[0, 116]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,480050024,480050024,,,,,False,0,64,13,3,1389046106047369216,1389046106047369216,False,False,,,,en,,,,,,
1388378312896966660,Sat May 01 06:22:39 +0000 2021,1388378312896966660,1388378312896966660,@Thish_D It’s not woman should shut up. She deleted pictures she should answer them on face but not hide. If you keep deleting pictures only for some guy says nasty things how can we grow up and grow our confidence ?? Or we should learn ignore toxic people to go our way,False,"[9, 270]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Thish_D', 'name': 'පරාර්තකාමී කරුණාවන්ත යාලුවා', 'id': 623929922, 'id_str': '623929922', 'indices': [0, 8]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3883398280816271e+18,1388339828081627137,623929922.0,623929922,Thish_D,1051469293278322688,1051469293278322688,,,,,False,0,2,1,0,1388339828081627137,1388339828081627137,False,False,,,,en,,,,,,
1389492225952739331,Tue May 04 08:08:56 +0000 2021,1389492225952739331,1389492225952739331,@AmIsoSweet @Thish_D @NightWingzzz ඔයත් නිකන් කයිය ගහලා පස්සේ වික්ටිම් කාර්ඩ් ගහනවා නේ,False,"[35, 86]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AmIsoSweet', 'name': 'Dinal', 'id': 429624563, 'id_str': '429624563', 'indices': [0, 11]}, {'screen_name': 'Thish_D', 'name': 'පරාර්තකාමී කරුණාවන්ත යාලුවා', 'id': 623929922, 'id_str': '623929922', 'indices': [12, 20]}, {'screen_name': 'NightWingzzz', 'name': 'Nightwing®🇱🇰', 'id': 2369956382, 'id_str': '2369956382', 'indices': [21, 34]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3894687733719777e+18,1389468773371977728,429624563.0,429624563,AmIsoSweet,33105446,33105446,,,,,False,0,0,1,0,1389451398853455872,1389451398853455872,False,False,,,,si,,,,,,
