,created_at,id,id_str,full_text,truncated,display_text_range,entities,extended_entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,possibly_sensitive,possibly_sensitive_editable,lang,supplemental_language,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,card
1394349559782936577,Mon May 17 17:50:15 +0000 2021,1394349559782936577,1394349559782936577,"@pramodVimukthi1 අම්මා ලගවත් තියෙවිද දන්නෑ නේ🤭
දෙන්නම බොමු ඉල්ලං..",False,"[17, 66]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'pramodVimukthi1', 'name': 'pramod abeyrathna', 'id': 1191978229864763393, 'id_str': '1191978229864763393', 'indices': [0, 16]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3943493452736512e+18,1394349345273651201,1.1919782298647634e+18,1191978229864763393,pramodVimukthi1,3049508994,3049508994,,,,,False,0,0,2,0,1394348015205244931,1394348015205244931,False,False,,,si,,,,,,
1396013888651468801,Sat May 22 08:03:42 +0000 2021,1396013888651468801,1396013888651468801,@SKathriarachc අපෙ අම්මා පරක්කුවෙලා නැගිටලා ඒකයි මෙ😂,False,"[15, 52]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SKathriarachc', 'name': '💙\U0001f9da නිෂාදි \U0001f9da💙🇱🇰', 'id': 4695571118, 'id_str': '4695571118', 'indices': [0, 14]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.39600347671962e+18,1396003476719620097,4695571118.0,4695571118,SKathriarachc,1117978675025199104,1117978675025199104,,,,,False,0,0,0,0,1395948406648971265,1395948406648971265,False,False,,,si,,,,,,
1382213546583355398,Wed Apr 14 06:06:04 +0000 2021,1382213546583355398,1382213546583355398,IG එකේ batch එකේ married couple එකට දාලා තියෙන pics දැකලා අම්මා නෝන්ඩි කරා frens. දුකයි. 😬,False,"[0, 90]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,176651477,176651477,,,,,False,0,13,2,0,1382213546583355398,1382213546583355398,False,False,,,und,,,,,,
1385268187604922369,Thu Apr 22 16:24:07 +0000 2021,1385268187604922369,1385268187604922369,අම්මා ♥️ https://t.co/WwaNVsOxYN,False,"[0, 8]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1385268182731173889, 'id_str': '1385268182731173889', 'indices': [9, 32], 'media_url': 'http://pbs.twimg.com/media/Ezl2Ep5XsAERa0P.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ezl2Ep5XsAERa0P.jpg', 'url': 'https://t.co/WwaNVsOxYN', 'display_url': 'pic.twitter.com/WwaNVsOxYN', 'expanded_url': 'https://twitter.com/Alokuayya/status/1385268187604922369/photo/1', 'type': 'photo', 'original_info': {'width': 1920, 'height': 1920, 'focus_rects': [{'x': 0, 'y': 471, 'h': 1075, 'w': 1920}, {'x': 0, 'y': 0, 'h': 1920, 'w': 1920}, {'x': 118, 'y': 0, 'h': 1920, 'w': 1684}, {'x': 480, 'y': 0, 'h': 1920, 'w': 960}, {'x': 0, 'y': 0, 'h': 1920, 'w': 1920}]}, 'sizes': {'large': {'w': 1920, 'h': 1920, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}}]}","{'media': [{'id': 1385268182731173889, 'id_str': '1385268182731173889', 'indices': [9, 32], 'media_url': 'http://pbs.twimg.com/media/Ezl2Ep5XsAERa0P.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Ezl2Ep5XsAERa0P.jpg', 'url': 'https://t.co/WwaNVsOxYN', 'display_url': 'pic.twitter.com/WwaNVsOxYN', 'expanded_url': 'https://twitter.com/Alokuayya/status/1385268187604922369/photo/1', 'type': 'photo', 'original_info': {'width': 1920, 'height': 1920, 'focus_rects': [{'x': 0, 'y': 471, 'h': 1075, 'w': 1920}, {'x': 0, 'y': 0, 'h': 1920, 'w': 1920}, {'x': 118, 'y': 0, 'h': 1920, 'w': 1684}, {'x': 480, 'y': 0, 'h': 1920, 'w': 960}, {'x': 0, 'y': 0, 'h': 1920, 'w': 1920}]}, 'sizes': {'large': {'w': 1920, 'h': 1920, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': []}, 'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}}, 'media_key': '3_1385268182731173889', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 0, 'green': 50, 'blue': 75}, 'percentage': 98.21}, {'rgb': {'red': 120, 'green': 142, 'blue': 153}, 'percentage': 0.98}, {'rgb': {'red': 90, 'green': 116, 'blue': 100}, 'percentage': 0.53}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,2590211726,2590211726,,,,,False,5,69,1,0,1385268187604922369,1385268187604922369,False,False,False,True,si,,,,,,
1366011811946844165,Sun Feb 28 13:06:09 +0000 2021,1366011811946844165,1366011811946844165,@Sedona_B සමහරවිට ඔයාට තව නංගියෙක්හරි මල්ලියෙක්හරි ගෙනත් දෙන අදහසින් අම්මා ඕක කිවුවද දන්නෑ. සිටුවේශන් ඇනැලිසිස් එකක් කරන්න 😌😌😌,False,"[10, 126]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Sedona_B', 'name': 'සෙදෝනා of Bebbanburg', 'id': 1254465628993458178, 'id_str': '1254465628993458178', 'indices': [0, 9]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.365973098357424e+18,1365973098357424133,1.2544656289934582e+18,1254465628993458178,Sedona_B,799677397,799677397,,,,,False,0,5,1,0,1365973098357424133,1365973098357424133,False,False,,,si,,,,,,
1368859225666052096,Mon Mar 08 09:40:46 +0000 2021,1368859225666052096,1368859225666052096,"#අම්මා ❤️🙏 🤱🤱 
සත්තයි අම්මා වාගේ 
කවුරුත් නෑ හමුවුයේ...",False,"[0, 55]","{'hashtags': [{'text': 'අම්මා', 'indices': [0, 6]}], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1269164273013608450,1269164273013608450,,,,,False,2,35,8,1,1368859225666052096,1368859225666052096,False,False,,,si,,,,,,
1395550934885822467,Fri May 21 01:24:05 +0000 2021,1395550934885822467,1395550934885822467,@iresaaaaaa අම්මා කෙනෙක් වෙන්න 😂😂😂😂,False,"[12, 35]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'iresaaaaaa', 'name': 'I C E ❄️', 'id': 1187692266632015875, 'id_str': '1187692266632015875', 'indices': [0, 11]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.395461532499071e+18,1395461532499070979,1.187692266632016e+18,1187692266632015875,iresaaaaaa,1146949207825223685,1146949207825223685,,,,,False,0,1,1,0,1395338857478967303,1395338857478967303,False,False,,,si,,,,,,
1385127921614921729,Thu Apr 22 07:06:45 +0000 2021,1385127921614921729,1385127921614921729,"""අම්මා see there are more people like me! I told you noh it's not just me."" 🥺",False,"[0, 77]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1402085286,1402085286,,,,,True,0,4,2,0,1385127921614921729,1385127921614921729,False,False,,,en,,1.3851180986304635e+18,1385118098630463492,"{'url': 'https://t.co/MUbqfVtjY4', 'expanded': 'https://twitter.com/SajaniGanewatte/status/1385118098630463492', 'display': 'twitter.com/SajaniGanewatt…'}",,
1395077915289669634,Wed May 19 18:04:28 +0000 2021,1395077915289669634,1395077915289669634,@mr_thilina නෑ යකෝ 🥲,False,"[12, 20]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mr_thilina', 'name': 'Thili', 'id': 1330878696601903104, 'id_str': '1330878696601903104', 'indices': [0, 11]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3950775570373304e+18,1395077557037330442,1.330878696601903e+18,1330878696601903104,mr_thilina,1257356014380126208,1257356014380126208,,,,,False,0,1,1,0,1394966867563982849,1394966867563982849,False,False,,,si,,,,,,
1370395515070808064,Fri Mar 12 15:25:26 +0000 2021,1370395515070808064,1370395515070808064,@ammarmoujood Since you’re a mother to her now would she have to call you අම්මා-r?,False,"[14, 82]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ammarmoujood', 'name': 'Ammar Moujood', 'id': 877643858057674752, 'id_str': '877643858057674752', 'indices': [0, 13]}], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3703952382760796e+18,1370395238276079619,8.776438580576748e+17,877643858057674752,ammarmoujood,1218058205672235008,1218058205672235008,,,,,False,1,2,1,0,1370383848475795456,1370383848475795456,False,False,,,en,,,,,,
1381512355272609794,Mon Apr 12 07:39:47 +0000 2021,1381512355272609794,1381512355272609794,Hah 🙄 අපේ අම්මා එහෙම අහලා නෑනේ😒,False,"[0, 31]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1285895007254257665,1285895007254257665,,,,,True,0,9,3,0,1381512355272609794,1381512355272609794,False,False,,,si,,1.381473348618576e+18,1381473348618575872,"{'url': 'https://t.co/nEMoiy1OMW', 'expanded': 'https://twitter.com/PLalindra/status/1381473348618575872', 'display': 'twitter.com/PLalindra/stat…'}",,
1394319270524297216,Mon May 17 15:49:53 +0000 2021,1394319270524297216,1394319270524297216,"@RehanJayawick let's hope there'd be no special queues for ඇමතිතුමාගේ අම්මා in weligama unlike in Negombo.

Good initiative, really good!",False,"[15, 137]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RehanJayawick', 'name': 'Rehaan Jayawickreme (RJ) - රෙහාන් ජයවික්\u200dරම', 'id': 2718845911, 'id_str': '2718845911', 'indices': [0, 14]}], 'urls': []}",,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.394315609723183e+18,1394315609723183104,2718845911.0,2718845911,RehanJayawick,272929610,272929610,,,,,False,0,3,1,0,1394315609723183104,1394315609723183104,False,False,,,en,,,,,,
1388712421443866627,Sun May 02 04:30:16 +0000 2021,1388712421443866627,1388712421443866627,@ushan93ukkun Happy birthday to your අම්මා ❤️,False,"[14, 45]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ushan93ukkun', 'name': 'උක්කුං පුතා', 'id': 606247718, 'id_str': '606247718', 'indices': [0, 13]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3886523426444165e+18,1388652342644416512,606247718.0,606247718,ushan93ukkun,1217778551048392709,1217778551048392709,,,,,False,1,1,1,0,1388652342644416512,1388652342644416512,False,False,,,en,,,,,,
1367508099129430018,Thu Mar 04 16:11:52 +0000 2021,1367508099129430018,1367508099129430018,"අම්මා එපා කියා හඬා වැටෙන දියණිය - පියාගෙන් පැමිණිල්ලක්
Watch More &gt;&gt;&gt; https://t.co/DImfZozDIN

#HiruNews #lka #SriLanka https://t.co/IdbsDvxRTu",False,"[0, 128]","{'hashtags': [{'text': 'HiruNews', 'indices': [104, 113]}, {'text': 'lka', 'indices': [114, 118]}, {'text': 'SriLanka', 'indices': [119, 128]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/DImfZozDIN', 'expanded_url': 'https://bit.ly/2OiKYIF', 'display_url': 'bit.ly/2OiKYIF', 'indices': [79, 102]}], 'media': [{'id': 1367508065340116994, 'id_str': '1367508065340116994', 'indices': [129, 152], 'media_url': 'http://pbs.twimg.com/media/EvpdVw4UUAIHU2V.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EvpdVw4UUAIHU2V.jpg', 'url': 'https://t.co/IdbsDvxRTu', 'display_url': 'pic.twitter.com/IdbsDvxRTu', 'expanded_url': 'https://twitter.com/hirunews/status/1367508099129430018/photo/1', 'type': 'photo', 'original_info': {'width': 1280, 'height': 720, 'focus_rects': [{'x': 0, 'y': 3, 'h': 717, 'w': 1280}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 36, 'y': 0, 'h': 720, 'w': 632}, {'x': 172, 'y': 0, 'h': 720, 'w': 360}, {'x': 0, 'y': 0, 'h': 720, 'w': 1280}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 742, 'y': 98, 'h': 283, 'w': 283}]}, 'orig': {'faces': [{'x': 792, 'y': 105, 'h': 302, 'w': 302}]}, 'small': {'faces': [{'x': 420, 'y': 55, 'h': 160, 'w': 160}]}, 'large': {'faces': [{'x': 792, 'y': 105, 'h': 302, 'w': 302}]}}}]}","{'media': [{'id': 1367508065340116994, 'id_str': '1367508065340116994', 'indices': [129, 152], 'media_url': 'http://pbs.twimg.com/media/EvpdVw4UUAIHU2V.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EvpdVw4UUAIHU2V.jpg', 'url': 'https://t.co/IdbsDvxRTu', 'display_url': 'pic.twitter.com/IdbsDvxRTu', 'expanded_url': 'https://twitter.com/hirunews/status/1367508099129430018/photo/1', 'type': 'photo', 'original_info': {'width': 1280, 'height': 720, 'focus_rects': [{'x': 0, 'y': 3, 'h': 717, 'w': 1280}, {'x': 0, 'y': 0, 'h': 720, 'w': 720}, {'x': 36, 'y': 0, 'h': 720, 'w': 632}, {'x': 172, 'y': 0, 'h': 720, 'w': 360}, {'x': 0, 'y': 0, 'h': 720, 'w': 1280}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 675, 'resize': 'fit'}, 'small': {'w': 680, 'h': 383, 'resize': 'fit'}, 'large': {'w': 1280, 'h': 720, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 742, 'y': 98, 'h': 283, 'w': 283}]}, 'orig': {'faces': [{'x': 792, 'y': 105, 'h': 302, 'w': 302}]}, 'small': {'faces': [{'x': 420, 'y': 55, 'h': 160, 'w': 160}]}, 'large': {'faces': [{'x': 792, 'y': 105, 'h': 302, 'w': 302}]}}, 'media_key': '3_1367508065340116994', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 33, 'green': 33, 'blue': 37}, 'percentage': 35.69}, {'rgb': {'red': 62, 'green': 126, 'blue': 133}, 'percentage': 23.4}, {'rgb': {'red': 85, 'green': 37, 'blue': 39}, 'percentage': 8.04}, {'rgb': {'red': 255, 'green': 1, 'blue': 1}, 'percentage': 5.15}, {'rgb': {'red': 202, 'green': 168, 'blue': 7}, 'percentage': 3.43}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,351341475,351341475,,,,,False,3,10,0,0,1367508099129430018,1367508099129430018,False,False,False,True,si,,,,,,
1395306887818596360,Thu May 20 09:14:20 +0000 2021,1395306887818596360,1395306887818596360,"@shanki_thewitch ඔව්. අම්මා තාත්තා දෙන්නම මෙහෙත් නෑ, රට 😢",False,"[17, 57]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'shanki_thewitch', 'name': 'Witch ⚡', 'id': 973212683007819776, 'id_str': '973212683007819776', 'indices': [0, 16]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3953066841977037e+18,1395306684197703680,9.732126830078198e+17,973212683007819776,shanki_thewitch,1254465628993458178,1254465628993458178,,,,,False,0,2,1,0,1395305364367699969,1395305364367699969,False,False,,,si,,,,,,
1387456175810048003,Wed Apr 28 17:18:24 +0000 2021,1387456175810048003,1387456175810048003,"ගෙදර ⁣ගහෙන් කඩලා අරන් වේලලා අම්මා හදපු කොකෝවා පිටි. හදලා බොන්න හරිම රසයි..😍
#කොකෝවා https://t.co/dFOAjbvyvz",False,"[0, 83]","{'hashtags': [{'text': 'කොකෝවා', 'indices': [76, 83]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1387456161469763587, 'id_str': '1387456161469763587', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/E0E8Bx3VEAMxUvj.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0E8Bx3VEAMxUvj.jpg', 'url': 'https://t.co/dFOAjbvyvz', 'display_url': 'pic.twitter.com/dFOAjbvyvz', 'expanded_url': 'https://twitter.com/Sheha_Era/status/1387456175810048003/photo/1', 'type': 'photo', 'original_info': {'width': 985, 'height': 2080, 'focus_rects': [{'x': 0, 'y': 0, 'h': 552, 'w': 985}, {'x': 0, 'y': 0, 'h': 985, 'w': 985}, {'x': 0, 'y': 0, 'h': 1123, 'w': 985}, {'x': 0, 'y': 0, 'h': 1970, 'w': 985}, {'x': 0, 'y': 0, 'h': 2080, 'w': 985}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 568, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 322, 'h': 680, 'resize': 'fit'}, 'large': {'w': 970, 'h': 2048, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}}}, {'id': 1387456172018442241, 'id_str': '1387456172018442241', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/E0E8CZKVIAE6Ig1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0E8CZKVIAE6Ig1.jpg', 'url': 'https://t.co/dFOAjbvyvz', 'display_url': 'pic.twitter.com/dFOAjbvyvz', 'expanded_url': 'https://twitter.com/Sheha_Era/status/1387456175810048003/photo/1', 'type': 'photo', 'original_info': {'width': 985, 'height': 2080, 'focus_rects': [{'x': 0, 'y': 1020, 'h': 552, 'w': 985}, {'x': 0, 'y': 804, 'h': 985, 'w': 985}, {'x': 0, 'y': 735, 'h': 1123, 'w': 985}, {'x': 0, 'y': 110, 'h': 1970, 'w': 985}, {'x': 0, 'y': 0, 'h': 2080, 'w': 985}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 970, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 322, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 568, 'h': 1200, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}}]}","{'media': [{'id': 1387456161469763587, 'id_str': '1387456161469763587', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/E0E8Bx3VEAMxUvj.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0E8Bx3VEAMxUvj.jpg', 'url': 'https://t.co/dFOAjbvyvz', 'display_url': 'pic.twitter.com/dFOAjbvyvz', 'expanded_url': 'https://twitter.com/Sheha_Era/status/1387456175810048003/photo/1', 'type': 'photo', 'original_info': {'width': 985, 'height': 2080, 'focus_rects': [{'x': 0, 'y': 0, 'h': 552, 'w': 985}, {'x': 0, 'y': 0, 'h': 985, 'w': 985}, {'x': 0, 'y': 0, 'h': 1123, 'w': 985}, {'x': 0, 'y': 0, 'h': 1970, 'w': 985}, {'x': 0, 'y': 0, 'h': 2080, 'w': 985}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 568, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 322, 'h': 680, 'resize': 'fit'}, 'large': {'w': 970, 'h': 2048, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'small': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}}, 'media_key': '3_1387456161469763587', 'ext_media_color': {'palette': [{'rgb': {'red': 184, 'green': 132, 'blue': 99}, 'percentage': 58.89}, {'rgb': {'red': 252, 'green': 250, 'blue': 246}, 'percentage': 16.55}, {'rgb': {'red': 20, 'green': 20, 'blue': 20}, 'percentage': 12.69}, {'rgb': {'red': 223, 'green': 167, 'blue': 131}, 'percentage': 7.45}, {'rgb': {'red': 103, 'green': 69, 'blue': 38}, 'percentage': 3.16}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}, {'id': 1387456172018442241, 'id_str': '1387456172018442241', 'indices': [84, 107], 'media_url': 'http://pbs.twimg.com/media/E0E8CZKVIAE6Ig1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0E8CZKVIAE6Ig1.jpg', 'url': 'https://t.co/dFOAjbvyvz', 'display_url': 'pic.twitter.com/dFOAjbvyvz', 'expanded_url': 'https://twitter.com/Sheha_Era/status/1387456175810048003/photo/1', 'type': 'photo', 'original_info': {'width': 985, 'height': 2080, 'focus_rects': [{'x': 0, 'y': 1020, 'h': 552, 'w': 985}, {'x': 0, 'y': 804, 'h': 985, 'w': 985}, {'x': 0, 'y': 735, 'h': 1123, 'w': 985}, {'x': 0, 'y': 110, 'h': 1970, 'w': 985}, {'x': 0, 'y': 0, 'h': 2080, 'w': 985}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 970, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 322, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 568, 'h': 1200, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}, 'media_key': '3_1387456172018442241', 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 6, 'green': 6, 'blue': 6}, 'percentage': 61.63}, {'rgb': {'red': 201, 'green': 144, 'blue': 108}, 'percentage': 14.91}, {'rgb': {'red': 202, 'green': 200, 'blue': 195}, 'percentage': 13.73}, {'rgb': {'red': 87, 'green': 47, 'blue': 27}, 'percentage': 5.64}, {'rgb': {'red': 125, 'green': 119, 'blue': 114}, 'percentage': 5.24}]}, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1126939962018914304,1126939962018914304,,,,,False,7,134,17,1,1387456175810048003,1387456175810048003,False,False,False,True,si,,,,,,
1393935088874713090,Sun May 16 14:23:17 +0000 2021,1393935088874713090,1393935088874713090,සමහර ට්වීට් වල කියන්න අවශ්‍ය දේ තියෙන්නෙ ඒ ට්වීට් එකේ කමෙන්ට් එකක. ඒ නිසා ට්වීට් එකක් RT කරන්න කලින් ඒකේ කමෙන්ට් ටික කියවන එක වටිනවා,False,"[0, 132]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,3266860562,3266860562,,,"{'id': 'b28838c9654b8c4a', 'url': 'https://api.twitter.com/1.1/geo/id/b28838c9654b8c4a.json', 'place_type': 'city', 'name': 'Joso-shi', 'full_name': 'Joso-shi, Ibaraki', 'country_code': 'JP', 'country': 'Japan', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[139.8939, 35.968713], [140.029052, 35.968713], [140.029052, 36.146776], [139.8939, 36.146776]]]}, 'attributes': {}}",,False,0,2,0,0,1393935088874713090,1393935088874713090,False,False,,,si,,,,,,
1395305364367699969,Thu May 20 09:08:17 +0000 2021,1395305364367699969,1395305364367699969,"Meanwhile... The nearest one just passed away...

අවුරුදු 22 ක ගෑණු ළමයෙක් 😭

දවස් 5 කට කලින් මම එතැන එහා පැත්තෙ තියෙන pharmacy එකට යන්න ගිහින් අම්මා වෙන solution එකක් හොයාගත්ත නිසා නිකං හිටියා",False,"[0, 193]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1254465628993458178,1254465628993458178,,,,,True,0,30,9,0,1395305364367699969,1395305364367699969,False,False,,,si,,1.3946266785429217e+18,1394626678542921730,"{'url': 'https://t.co/vFUONIU2vB', 'expanded': 'https://twitter.com/Sedona_B/status/1394626678542921730', 'display': 'twitter.com/Sedona_B/statu…'}",,
1394122173598507009,Mon May 17 02:46:42 +0000 2021,1394122173598507009,1394122173598507009,@ItsmeSuppa @Nadeez__ හුම්තෝ පුතාලා දෙන්නෙක්ගේ අම්මා කෙනෙකුත් ලු..😂😂😂💔,False,"[22, 70]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ItsmeSuppa', 'name': 'RT Suppa 🤓', 'id': 3797363534, 'id_str': '3797363534', 'indices': [0, 11]}, {'screen_name': 'Nadeez__', 'name': '⚽️🏆 MЯ.MΛDЯID™❤️🇱🇰🇪🇸', 'id': 905674137133133824, 'id_str': '905674137133133824', 'indices': [12, 21]}], 'urls': []}",,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3941207561501655e+18,1394120756150165504,3797363534.0,3797363534,ItsmeSuppa,3269683976,3269683976,,,,,False,0,1,1,0,1394001655176204289,1394001655176204289,False,False,,,si,,,,,,
1393583483755237382,Sat May 15 15:06:08 +0000 2021,1393583483755237382,1393583483755237382,@FCrambutan ☺️🤭,False,"[12, 15]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FCrambutan', 'name': '⚫', 'id': 757173678878650368, 'id_str': '757173678878650368', 'indices': [0, 11]}], 'urls': []}",,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3935832372812431e+18,1393583237281243136,7.571736788786504e+17,757173678878650368,FCrambutan,3266860562,3266860562,,,"{'id': 'b28838c9654b8c4a', 'url': 'https://api.twitter.com/1.1/geo/id/b28838c9654b8c4a.json', 'place_type': 'city', 'name': 'Joso-shi', 'full_name': 'Joso-shi, Ibaraki', 'country_code': 'JP', 'country': 'Japan', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[139.8939, 35.968713], [140.029052, 35.968713], [140.029052, 36.146776], [139.8939, 36.146776]]]}, 'attributes': {}}",,False,0,1,0,0,1393574804268060672,1393574804268060672,False,False,,,und,,,,,,
