,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,extended_entities,possibly_sensitive,possibly_sensitive_editable,conversation_control,limited_actions,self_thread,quoted_status_id,quoted_status_id_str,quoted_status_permalink,card
1273585020691550208,Thu Jun 18 11:55:05 +0000 2020,1273585020691550208,1273585020691550208,@Chandu_original @GaurawaLakshan කවුද මෙතනින් කැරියා,False,"[33, 52]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Chandu_original', 'name': '🅒🅗🅐🅝🅓🅤ᵅ💫', 'id': 1181169304877879297, 'id_str': '1181169304877879297', 'indices': [0, 16]}, {'screen_name': 'GaurawaLakshan', 'name': 'Mr.Gauwa | 🇱🇰', 'id': 1217387594415296513, 'id_str': '1217387594415296513', 'indices': [17, 32]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2735693644035195e+18,1273569364403519488,1.1811693048778793e+18,1181169304877879297,Chandu_original,1057885194630311936,1057885194630311936,,,,,False,0,0,1,0,1273519865324658688,1273519865324658688,False,False,si,,,,,,,,,,,
1136243458233032704,Wed Jun 05 12:08:45 +0000 2019,1136243458233032704,1136243458233032704,@MangalaLK කැරියා දෙහිවල පැත්තේ වරෙන්කෝ....... බල්ලොන්ට කියවලා පුකේ අරින්නේ,False,"[11, 75]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MangalaLK', 'name': 'Mangala Samaraweera', 'id': 3032260688, 'id_str': '3032260688', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1362416780486697e+18,1136241678048669696,3032260688.0,3032260688,MangalaLK,817375090610315265,817375090610315265,,,,,False,0,9,0,0,1136241678048669696,1136241678048669696,False,False,si,,,,,,,,,,,
1249416230378688517,Sun Apr 12 19:16:57 +0000 2020,1249416230378688517,1249416230378688517,දෙනෝ දාහන් දෙනා හදන පෝස්ට් දාන එක හොදයි මං දැම්මම තමයි හෙලාදකින්නෙ 😂 බෞකාපන් හුත්තො 🤣,False,"[0, 85]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,4691793109,4691793109,,,,,False,1,33,3,0,1249416230378688517,1249416230378688517,False,False,si,,,,,,,,,,,
1247934107969036289,Wed Apr 08 17:07:31 +0000 2020,1247934107969036289,1247934107969036289,"කියන්න දෙයක් තියෙනවනම් මූනට කියපන් හුත්තෝ. බොරැ කේලම් වලට මල්ජංගි ඇදගෙන ලිං කටවල් ගානෙ අනුන්ගෙ රෙදි අපුල්ලන්නෙපා පොන්න කැරියා

#පකේපිරිමි",False,"[0, 137]","{'hashtags': [{'text': 'පකේපිරිමි', 'indices': [127, 137]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1510693087,1510693087,,,,,False,0,11,2,0,1247934107969036289,1247934107969036289,False,False,si,,,,,,,,,,,
1238810358300569604,Sat Mar 14 12:53:00 +0000 2020,1238810358300569604,1238810358300569604,@ImrazAJ @Chandu_original චන්දු හෙන කැරියා. ඔකා බර්ත්ඩෙෙක බොරුවක් දාලනෙ ටෞකන්ඩ. . ඔකාගෙ බර්ත්ඩෙෙක අද.,False,"[26, 101]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ImrazAJ', 'name': 'Imraz Azeez 🇱🇰', 'id': 3033137011, 'id_str': '3033137011', 'indices': [0, 8]}, {'screen_name': 'Chandu_original', 'name': '🅒🅗🅐🅝🅓🅤ᵅ💫', 'id': 1181169304877879297, 'id_str': '1181169304877879297', 'indices': [9, 25]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2388084199826883e+18,1238808419982688256,3033137011.0,3033137011,ImrazAJ,862693278356865025,862693278356865025,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,4,2,0,1238807948761038848,1238807948761038848,False,False,si,,,,,,,,,,,
1232949249496801280,Thu Feb 27 08:43:02 +0000 2020,1232949249496801280,1232949249496801280,Give me a cute NickName 😌,False,"[0, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,4191134834,4191134834,,,,,False,0,55,20,3,1232949249496801280,1232949249496801280,False,False,en,,,,,,,,,,,
1085583381125984256,Wed Jan 16 17:03:41 +0000 2019,1085583381125984256,1085583381125984256,"ඔය වලියක් ගියාම මං තමයි කැරියා කියන උන් ඉන්නව නේද
ඕකුන් තමයි වලිය පටන් ගන්නත් කලින් කිලෝමීටර් ගාණක් එහාට දුවලත් කලිසම තෙමාගන්නේ :3",False,"[0, 130]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,2991695292,2991695292,,,,,False,1,7,0,0,1085583381125984256,1085583381125984256,False,False,si,,,,,,,,,,,
1280541192053129217,Tue Jul 07 16:36:26 +0000 2020,1280541192053129217,1280541192053129217,@maalupaan අන්න එහෙම එන්න.පොඩි කැරියා දුවපං,False,"[11, 43]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'maalupaan', 'name': 'Jerry 🇱🇰', 'id': 4632654077, 'id_str': '4632654077', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.28054095348949e+18,1280540953489489921,4632654077.0,4632654077,maalupaan,721058516958519297,721058516958519297,,,,,False,0,0,0,0,1280529165045788674,1280529165045788674,False,False,si,,,,,,,,,,,
1294612769711378438,Sat Aug 15 12:31:51 +0000 2020,1294612769711378438,1294612769711378438,@MahelaJay නියම නිහතමානි කම. මූට මල් චීත්තයක් පේන්න බෑ. අපි ඉල්ලුවට එවා පේන්නේ නෑ. මෝඩ කැරියා.,False,"[11, 94]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MahelaJay', 'name': 'Mahela Jayawardena', 'id': 350334760, 'id_str': '350334760', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.293378287469699e+18,1293378287469699073,350334760.0,350334760,MahelaJay,1291624773676539904,1291624773676539904,,,,,False,0,0,0,0,1293378287469699073,1293378287469699073,False,False,si,,,,,,,,,,,
913464202378977280,Thu Sep 28 18:03:31 +0000 2017,913464202378977280,913464202378977280,"Spielberg අමු කැරියා 😋💪 — watching Jurassic Park, The Lost World",False,"[0, 64]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,3186309132,3186309132,,,,,False,0,0,0,0,913464202378977280,913464202378977280,False,False,en,,,,,,,,,,,
1097106604632076291,Sun Feb 17 12:12:52 +0000 2019,1097106604632076291,1097106604632076291,"@Rasthiyaduwa @tharu__ උනුත් එදා කැපිටලයිස් කරගත්තේ උන්ට වෙච්ච දෙවල්....මුකුත් කරන්නේ ඒක ...හැබැයි උන් ඒවා මෙහෙම දැම්මේ නැහැ...මුලින්ම කරන්න ඕන ,ඕක දාපු එකාව එලවන එක...",False,"[23, 168]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Rasthiyaduwa', 'name': 'රස්තියාදුකාරයා', 'id': 166556379, 'id_str': '166556379', 'indices': [0, 13]}, {'screen_name': 'tharu__', 'name': 'STAR-LORD 🇱🇰🏳', 'id': 395035548, 'id_str': '395035548', 'indices': [14, 22]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0970989580468797e+18,1097098958046879745,166556379.0,166556379,Rasthiyaduwa,147841545,147841545,,,,,False,0,2,1,0,1097098958046879745,1097098958046879745,False,False,si,,,,,,,,,,,
1161133027386281984,Tue Aug 13 04:31:01 +0000 2019,1161133027386281984,1161133027386281984,"අඩෝ කැරි තට්ටයා කිව්වේ නැත්නම් උට දැනෙන්නෙත් නෑ, මගෙත් හිතට හරිත් නෑ.

අඩෝ කැරි තට්ටයා. ෆකිං ඕසම් වෙන සුබම සුබ උපන්දිනයක් වේවා යකෝ. 

මේ උපන්දින සුබ පැතුම ගෙන එන්නේ කැරි සෝන ඇතුලු යක්ස ප්‍රේත කුම්බාන්ඩ සැට් එක.

@iamgayash",False,"[0, 222]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'iamgayash', 'name': 'ගයාශ් Earthling 🇱🇰', 'id': 201395218, 'id_str': '201395218', 'indices': [212, 222]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,233860469,233860469,,,,,False,1,17,1,0,1161133027386281984,1161133027386281984,False,False,si,,,,,,,,,,,
1335105095445303298,Sat Dec 05 06:13:54 +0000 2020,1335105095445303298,1335105095445303298,@Lahiru_Shalith හීන ආවා සල්ලි නාවෙ සතුට කැරියා නිසා,False,"[16, 51]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Lahiru_Shalith', 'name': 'Lahiru |🕊️🇱🇰', 'id': 1281633095800639488, 'id_str': '1281633095800639488', 'indices': [0, 15]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.3350956904651694e+18,1335095690465169408,1.2816330958006395e+18,1281633095800639488,Lahiru_Shalith,1135728016238161920,1135728016238161920,,,,,False,0,2,1,0,1335095690465169408,1335095690465169408,False,False,si,,,,,,,,,,,
1083191509778722817,Thu Jan 10 02:39:15 +0000 2019,1083191509778722817,1083191509778722817,"@ArianaGrande පූසී පූසිමයි , පුක පුක මයි අරියානා අරින්ඩ ආවොත් ඇරියා මමනං නෙවේ කැරියා ==👊=D💦💦💦",False,"[14, 93]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ArianaGrande', 'name': 'Ariana Grande', 'id': 34507480, 'id_str': '34507480', 'indices': [0, 13]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.0734424825060925e+18,1073442482506092544,34507480.0,34507480,ArianaGrande,733579744726241280,733579744726241280,,,,,False,0,0,0,0,1073442482506092544,1073442482506092544,False,False,si,,,,,,,,,,,
1139156575606759424,Thu Jun 13 13:04:26 +0000 2019,1139156575606759424,1139156575606759424,"ශාරියා ඉල්ලන කැරියා😄
පලයව්කො අරාබියට ඔච්චරටම
අමාරුනම්🐷 https://t.co/TV6O2QAjTT",False,"[0, 54]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1139156568560340992, 'id_str': '1139156568560340992', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/media/D88Y3RSXkAA44-q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D88Y3RSXkAA44-q.jpg', 'url': 'https://t.co/TV6O2QAjTT', 'display_url': 'pic.twitter.com/TV6O2QAjTT', 'expanded_url': 'https://twitter.com/RosaKolla/status/1139156575606759424/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 506, 'focus_rects': [{'x': 0, 'y': 103, 'h': 403, 'w': 720}, {'x': 214, 'y': 0, 'h': 506, 'w': 506}, {'x': 276, 'y': 0, 'h': 506, 'w': 444}, {'x': 467, 'y': 0, 'h': 506, 'w': 253}, {'x': 0, 'y': 0, 'h': 506, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 478, 'resize': 'fit'}, 'large': {'w': 720, 'h': 506, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 506, 'resize': 'fit'}}, 'features': {'small': {'faces': [{'x': 552, 'y': 142, 'h': 34, 'w': 34}]}, 'orig': {'faces': [{'x': 585, 'y': 151, 'h': 36, 'w': 36}]}, 'large': {'faces': [{'x': 585, 'y': 151, 'h': 36, 'w': 36}]}, 'medium': {'faces': [{'x': 585, 'y': 151, 'h': 36, 'w': 36}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3164056293,3164056293,,,,,False,0,11,0,0,1139156575606759424,1139156575606759424,False,False,si,,"{'media': [{'id': 1139156568560340992, 'id_str': '1139156568560340992', 'indices': [55, 78], 'media_url': 'http://pbs.twimg.com/media/D88Y3RSXkAA44-q.jpg', 'media_url_https': 'https://pbs.twimg.com/media/D88Y3RSXkAA44-q.jpg', 'url': 'https://t.co/TV6O2QAjTT', 'display_url': 'pic.twitter.com/TV6O2QAjTT', 'expanded_url': 'https://twitter.com/RosaKolla/status/1139156575606759424/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 506, 'focus_rects': [{'x': 0, 'y': 103, 'h': 403, 'w': 720}, {'x': 214, 'y': 0, 'h': 506, 'w': 506}, {'x': 276, 'y': 0, 'h': 506, 'w': 444}, {'x': 467, 'y': 0, 'h': 506, 'w': 253}, {'x': 0, 'y': 0, 'h': 506, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 478, 'resize': 'fit'}, 'large': {'w': 720, 'h': 506, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 506, 'resize': 'fit'}}, 'features': {'small': {'faces': [{'x': 552, 'y': 142, 'h': 34, 'w': 34}]}, 'orig': {'faces': [{'x': 585, 'y': 151, 'h': 36, 'w': 36}]}, 'large': {'faces': [{'x': 585, 'y': 151, 'h': 36, 'w': 36}]}, 'medium': {'faces': [{'x': 585, 'y': 151, 'h': 36, 'w': 36}]}}, 'media_key': '3_1139156568560340992', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 214, 'green': 215, 'blue': 190}, 'percentage': 60.22}, {'rgb': {'red': 41, 'green': 47, 'blue': 42}, 'percentage': 20.75}, {'rgb': {'red': 119, 'green': 86, 'blue': 43}, 'percentage': 4.68}, {'rgb': {'red': 194, 'green': 197, 'blue': 215}, 'percentage': 3.48}, {'rgb': {'red': 90, 'green': 91, 'blue': 193}, 'percentage': 1.21}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,,
947702103694303234,Mon Jan 01 05:32:43 +0000 2018,947702103694303234,947702103694303234,කවුද බං මේ  හර්ශ කියන ගාල්ලේ හිපාටු සෙවල කැරියා.....තම්බින්ගෙන් ගුටිකාලා මෙතන FB කේ පකයා වෙන්න හදනවා......... — feeling crazy,False,"[0, 125]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,2733662581,2733662581,,,,,False,0,0,0,0,947702103694303234,947702103694303234,False,False,si,,,,,,,,,,,
1353612331431862272,Mon Jan 25 07:55:03 +0000 2021,1353612331431862272,1353612331431862272,ලෝකය වෛරස් පාලනය කර ඇත්තේ ඇඟට විදින එන්නත් වලින් මිස උගුරට දමන බෙහෙත් වලින් නොවෙයි..- JVP https://t.co/jK9sm0aOZD https://t.co/WjrYc4vUTH,False,"[0, 113]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/jK9sm0aOZD', 'expanded_url': 'https://lankacnews.com/%e0%b6%bd%e0%b7%9d%e0%b6%9a%e0%b6%ba-%e0%b7%80%e0%b7%9b%e0%b6%bb%e0%b7%83%e0%b7%8a-%e0%b6%b4%e0%b7%8f%e0%b6%bd%e0%b6%b1%e0%b6%ba-%e0%b6%9a%e0%b6%bb-%e0%b6%87%e0%b6%ad%e0%b7%8a%e0%b6%ad%e0%b7%9a/?utm_source=dlvr.it&utm_medium=twitter', 'display_url': 'lankacnews.com/%e0%b6%bd%e0%b…', 'indices': [90, 113]}], 'media': [{'id': 1353612329745698816, 'id_str': '1353612329745698816', 'indices': [114, 137], 'media_url': 'http://pbs.twimg.com/media/Esj_Pf4U0AAd5iX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Esj_Pf4U0AAd5iX.jpg', 'url': 'https://t.co/WjrYc4vUTH', 'display_url': 'pic.twitter.com/WjrYc4vUTH', 'expanded_url': 'https://twitter.com/lankacnews/status/1353612331431862272/photo/1', 'type': 'photo', 'original_info': {'width': 780, 'height': 442, 'focus_rects': [{'x': 0, 'y': 0, 'h': 437, 'w': 780}, {'x': 0, 'y': 0, 'h': 442, 'w': 442}, {'x': 0, 'y': 0, 'h': 442, 'w': 388}, {'x': 65, 'y': 0, 'h': 442, 'w': 221}, {'x': 0, 'y': 0, 'h': 442, 'w': 780}]}, 'sizes': {'medium': {'w': 780, 'h': 442, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 780, 'h': 442, 'resize': 'fit'}, 'small': {'w': 680, 'h': 385, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 115, 'y': 86, 'h': 120, 'w': 120}, {'x': 543, 'y': 169, 'h': 121, 'w': 121}]}, 'large': {'faces': [{'x': 115, 'y': 86, 'h': 120, 'w': 120}, {'x': 543, 'y': 169, 'h': 121, 'w': 121}]}, 'small': {'faces': [{'x': 100, 'y': 74, 'h': 104, 'w': 104}, {'x': 473, 'y': 147, 'h': 105, 'w': 105}]}, 'orig': {'faces': [{'x': 115, 'y': 86, 'h': 120, 'w': 120}, {'x': 543, 'y': 169, 'h': 121, 'w': 121}]}}}]}","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",,,,,,230640891,230640891,,,,,False,0,3,1,3,1353612331431862272,1353612331431862272,False,False,si,,"{'media': [{'id': 1353612329745698816, 'id_str': '1353612329745698816', 'indices': [114, 137], 'media_url': 'http://pbs.twimg.com/media/Esj_Pf4U0AAd5iX.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Esj_Pf4U0AAd5iX.jpg', 'url': 'https://t.co/WjrYc4vUTH', 'display_url': 'pic.twitter.com/WjrYc4vUTH', 'expanded_url': 'https://twitter.com/lankacnews/status/1353612331431862272/photo/1', 'type': 'photo', 'original_info': {'width': 780, 'height': 442, 'focus_rects': [{'x': 0, 'y': 0, 'h': 437, 'w': 780}, {'x': 0, 'y': 0, 'h': 442, 'w': 442}, {'x': 0, 'y': 0, 'h': 442, 'w': 388}, {'x': 65, 'y': 0, 'h': 442, 'w': 221}, {'x': 0, 'y': 0, 'h': 442, 'w': 780}]}, 'sizes': {'medium': {'w': 780, 'h': 442, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 780, 'h': 442, 'resize': 'fit'}, 'small': {'w': 680, 'h': 385, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 115, 'y': 86, 'h': 120, 'w': 120}, {'x': 543, 'y': 169, 'h': 121, 'w': 121}]}, 'large': {'faces': [{'x': 115, 'y': 86, 'h': 120, 'w': 120}, {'x': 543, 'y': 169, 'h': 121, 'w': 121}]}, 'small': {'faces': [{'x': 100, 'y': 74, 'h': 104, 'w': 104}, {'x': 473, 'y': 147, 'h': 105, 'w': 105}]}, 'orig': {'faces': [{'x': 115, 'y': 86, 'h': 120, 'w': 120}, {'x': 543, 'y': 169, 'h': 121, 'w': 121}]}}, 'media_key': '3_1353612329745698816', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 253, 'green': 65, 'blue': 46}, 'percentage': 28.07}, {'rgb': {'red': 121, 'green': 42, 'blue': 35}, 'percentage': 20.99}, {'rgb': {'red': 250, 'green': 193, 'blue': 65}, 'percentage': 18.14}, {'rgb': {'red': 37, 'green': 18, 'blue': 10}, 'percentage': 7.69}, {'rgb': {'red': 244, 'green': 125, 'blue': 49}, 'percentage': 6.41}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,,
1300246595997323264,Mon Aug 31 01:38:40 +0000 2020,1300246595997323264,1300246595997323264,ලංකාවේ අලුත් සිංදු හොඳ නෑ කියලා තුසාර ජෝසප්ට බැනලා වැඩක් නෑ ජෝතිපාල තමා දස කැරියා කියන ගැට්ට කැඩෙන්නැත්තං.🤔,False,"[0, 107]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1241232939989356544,1241232939989356544,,,,,False,0,0,0,0,1300246595997323264,1300246595997323264,False,False,si,,,,,"{'policy': 'by_invitation', 'conversation_owner': {'screen_name': '___shakila'}}",limited_replies,,,,,
1247417694720102400,Tue Apr 07 06:55:28 +0000 2020,1247417694720102400,1247417694720102400,මෙච්චර දෙයක් ලංකාවේ වෙලා තියෙද්දී මේ මිනිහා රව්ම් ගහනවා. කිරිබත්ගොඩ මිනිස්සුන පරිස්සමෙන් 🥴 https://t.co/XBdEOIWP3f,False,"[0, 90]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1247417686994219008, 'id_str': '1247417686994219008', 'indices': [91, 114], 'media_url': 'http://pbs.twimg.com/media/EU-3xvfUcAA3wNi.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EU-3xvfUcAA3wNi.jpg', 'url': 'https://t.co/XBdEOIWP3f', 'display_url': 'pic.twitter.com/XBdEOIWP3f', 'expanded_url': 'https://twitter.com/Mr6feet/status/1247417694720102400/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 1079, 'focus_rects': [{'x': 0, 'y': 310, 'h': 403, 'w': 720}, {'x': 0, 'y': 151, 'h': 720, 'w': 720}, {'x': 0, 'y': 101, 'h': 821, 'w': 720}, {'x': 79, 'y': 0, 'h': 1079, 'w': 540}, {'x': 0, 'y': 0, 'h': 1079, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 1079, 'resize': 'fit'}, 'small': {'w': 454, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1079, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 132, 'y': 300, 'h': 360, 'w': 360}]}, 'small': {'faces': [{'x': 83, 'y': 189, 'h': 227, 'w': 227}]}, 'orig': {'faces': [{'x': 132, 'y': 300, 'h': 360, 'w': 360}]}, 'large': {'faces': [{'x': 132, 'y': 300, 'h': 360, 'w': 360}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,268127286,268127286,,,,,False,0,59,6,0,1247417694720102400,1247417694720102400,False,False,si,,"{'media': [{'id': 1247417686994219008, 'id_str': '1247417686994219008', 'indices': [91, 114], 'media_url': 'http://pbs.twimg.com/media/EU-3xvfUcAA3wNi.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EU-3xvfUcAA3wNi.jpg', 'url': 'https://t.co/XBdEOIWP3f', 'display_url': 'pic.twitter.com/XBdEOIWP3f', 'expanded_url': 'https://twitter.com/Mr6feet/status/1247417694720102400/photo/1', 'type': 'photo', 'original_info': {'width': 720, 'height': 1079, 'focus_rects': [{'x': 0, 'y': 310, 'h': 403, 'w': 720}, {'x': 0, 'y': 151, 'h': 720, 'w': 720}, {'x': 0, 'y': 101, 'h': 821, 'w': 720}, {'x': 79, 'y': 0, 'h': 1079, 'w': 540}, {'x': 0, 'y': 0, 'h': 1079, 'w': 720}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 720, 'h': 1079, 'resize': 'fit'}, 'small': {'w': 454, 'h': 680, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1079, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 132, 'y': 300, 'h': 360, 'w': 360}]}, 'small': {'faces': [{'x': 83, 'y': 189, 'h': 227, 'w': 227}]}, 'orig': {'faces': [{'x': 132, 'y': 300, 'h': 360, 'w': 360}]}, 'large': {'faces': [{'x': 132, 'y': 300, 'h': 360, 'w': 360}]}}, 'media_key': '3_1247417686994219008', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 208, 'green': 210, 'blue': 217}, 'percentage': 53.28}, {'rgb': {'red': 89, 'green': 149, 'blue': 215}, 'percentage': 22.17}, {'rgb': {'red': 84, 'green': 80, 'blue': 83}, 'percentage': 10.37}, {'rgb': {'red': 147, 'green': 115, 'blue': 112}, 'percentage': 5.75}, {'rgb': {'red': 194, 'green': 67, 'blue': 96}, 'percentage': 1.03}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,,
1241411698583453696,Sat Mar 21 17:09:47 +0000 2020,1241411698583453696,1241411698583453696,@FiveVoicer බොන්න ආවේ නෑනෙ කැරියා,False,"[12, 33]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'FiveVoicer', 'name': 'DILA 🇱🇰 🎙', 'id': 2911831267, 'id_str': '2911831267', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.241410666755285e+18,1241410666755284992,2911831267.0,2911831267,FiveVoicer,4286572754,4286572754,,,,,False,0,1,0,0,1241408662721015808,1241408662721015808,False,False,si,,,,,,,,,,,
1127030794189283329,Sat May 11 02:00:55 +0000 2019,1127030794189283329,1127030794189283329,@ranjanieguruge @AzzamAmeen අනේ පලයන් පරයෝ යන්න බොරු කියන්නෙ නැතුව හම්බ කැරියා,False,"[28, 78]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ranjanieguruge', 'name': 'Ranjanieguruge', 'id': 2683641581, 'id_str': '2683641581', 'indices': [0, 15]}, {'screen_name': 'AzzamAmeen', 'name': 'Azzam Ameen', 'id': 140784400, 'id_str': '140784400', 'indices': [16, 27]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1267144357147034e+18,1126714435714703362,2683641581.0,2683641581,ranjanieguruge,1079187135075209217,1079187135075209217,,,,,False,0,0,0,0,1126714435714703362,1126714435714703362,False,False,si,,,,,,,,,,,
1248886920123502593,Sat Apr 11 08:13:39 +0000 2020,1248886920123502593,1248886920123502593,@Rathgamaya ශුක්‍රාණුවක් සහ කැරියෙක් අතර ලොකු වෙනසක් ඇයි 🙄,False,"[12, 58]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'rathgamaya', 'name': 'රත්තා 🌸', 'id': 246224922, 'id_str': '246224922', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2488778118733537e+18,1248877811873353729,246224922.0,246224922,rathgamaya,753680419007045632,753680419007045632,,,,,False,0,1,1,3,1248877811873353729,1248877811873353729,False,False,si,,,,,,,,,,,
